date,stock_id,pre_close,ref_price,value,kind,open_base,source
2018-07-04,2064,17.15,16.15,1.0,除息,,finmind
2018-07-04,3169,26.6,24.8,1.8,除息,,finmind
2018-07-04,3217,39.8,37.25,2.55,除息,,finmind
2018-07-04,3232,25.55,24.79,0.76,除權,,finmind
2018-07-04,3310,37.8,36.3,1.5,除息,,finmind
2018-07-04,3479,44.1,41.5,2.6,除息,,finmind
2018-07-04,3558,141.5,135.5,6.0,除息,,finmind
2018-07-04,3615,22.5,21.9,0.6,除息,,finmind
2018-07-04,3672,21.65,21.05,0.6,除息,,finmind
2018-07-04,3684,35.9,33.2,2.7,除息,,finmind
2018-07-04,4417,34,32.2,1.8,除息,,finmind
2018-07-04,4510,17.9,17.35,0.55,除息,,finmind
2018-07-04,4542,25.9,24.1,1.8,除息,,finmind
2018-07-04,5474,64.7,61.4,3.3,除息,,finmind
2018-07-04,8054,18.85,17.85,1.0,除息,,finmind
2018-07-04,8416,145,126.36,18.639999,除權息,,finmind
2018-07-04,8426,28.85,27.15,1.7,除息,,finmind
