date,stock_id,pre_close,ref_price,value,kind,open_base,source
2022-06-16,3264,49.75,46.95,2.8,除息,,finmind
2022-06-16,3388,84.6,78.6,6.0,除息,,finmind
2022-06-16,3680,243,241,1.997137,除息,,finmind
2022-06-16,4735,38.85,38.35,0.5,除息,,finmind
2022-06-16,5609,101,90.8,10.2,除息,,finmind
2022-06-16,6151,30.3,27.3,3.0,除息,,finmind
2022-06-16,6642,63.3,59.7,3.6,除息,,finmind
2022-06-16,6643,283.5,277.2,6.300602,除息,,finmind
2022-06-16,6735,85,81.8,3.2,除息,,finmind
2022-06-16,8240,31.55,29.05,2.5,除息,,finmind
2022-06-16,8279,128.5,124.5,4.0,除息,,finmind
2022-06-16,8416,131,123,8.0,除息,,finmind
