date,stock_id,pre_close,ref_price,value,kind,open_base,source
2019-08-01,3128,14.35,13.85,0.5,除息,,finmind
2019-08-01,3221,20.75,20.33,0.42,除息,,finmind
2019-08-01,3232,16,15.8,0.2,除息,,finmind
2019-08-01,3284,12.9,12.6,0.3,除息,,finmind
2019-08-01,3628,34,32.5,1.5,除息,,finmind
2019-08-01,4305,39.8,37.2,2.6,除息,,finmind
2019-08-01,4433,50,41.76,8.24,除權息,,finmind
2019-08-01,4971,62,61.01,0.99,除息,,finmind
2019-08-01,5312,66.3,62.5,3.8,除息,,finmind
2019-08-01,5392,37.75,35.59,2.16,除權息,,finmind
2019-08-01,6138,63,58.8,4.2,除息,,finmind
2019-08-01,6156,15.15,14.75,0.4,除息,,finmind
2019-08-01,6171,16.2,16,0.2,除息,,finmind
2019-08-01,6175,24.3,22.8,1.5,除息,,finmind
2019-08-01,8107,22.65,21.65,1.0,除息,,finmind
2019-08-01,8155,72.7,67.1,5.6,除息,,finmind
2019-08-01,8437,294,228.6,65.400002,除權息,,finmind
2019-08-01,8936,19.7,19.6,0.1,除權,,finmind
