date,stock_id,pre_close,ref_price,value,kind,open_base,source
2022-08-25,3078,35.2,31.95,3.25,除息,,finmind
2022-08-25,3206,28.9,27.1,1.8,除息,,finmind
2022-08-25,4430,22.55,22.05,0.5,除息,,finmind
2022-08-25,4768,171.5,164.85,6.645628,除權息,,finmind
2022-08-25,4905,52.1,50.87,1.231538,除息,,finmind
2022-08-25,5514,19.5,18.75,0.75,除權,,finmind
2022-08-25,6109,15.3,14.7,0.596382,除權,,finmind
2022-08-25,6118,41.95,41.65,0.3,除息,,finmind
2022-08-25,6227,41.05,37.7,3.35,除息,,finmind
2022-08-25,6752,67,63.21,3.792453,除權,,finmind
2022-08-25,8047,12.75,12.5,0.25,除息,,finmind
2022-08-25,8234,33.8,32.8,1.0,除息,,finmind
2022-08-25,8489,27.9,27.7,0.2,除息,,finmind
