date,stock_id,pre_close,ref_price,value,kind,open_base,source
2019-07-18,1752,30.7,29.5,1.2,除息,,finmind
2019-07-18,1796,31.35,30.85,0.5,除息,,finmind
2019-07-18,2235,68,65,3.0,除息,,finmind
2019-07-18,3114,38.8,34.65,4.15,除權息,,finmind
2019-07-18,3354,16.25,15.75,0.5,除息,,finmind
2019-07-18,3492,19.9,18.9,1.0,除息,,finmind
2019-07-18,3707,20.5,20.35,0.15,除息,,finmind
2019-07-18,3709,18.3,17.6,0.7,除息,,finmind
2019-07-18,4163,148.5,144,4.5,除息,,finmind
2019-07-18,4909,20.65,19.95,0.7,除息,,finmind
2019-07-18,5263,204.5,190.95,13.55,除權息,,finmind
2019-07-18,5386,40.5,34.78,5.72,除權息,,finmind
2019-07-18,5403,39.65,36.65,3.0,除息,,finmind
2019-07-18,5410,18.8,17.5,1.3,除息,,finmind
2019-07-18,5465,17,16.73,0.27,除息,,finmind
2019-07-18,5493,30,28.25,1.75,除息,,finmind
2019-07-18,6016,7.56,7.34,0.22,除權,,finmind
2019-07-18,6161,21.65,20.05,1.6,除息,,finmind
2019-07-18,6188,48.45,46.95,1.5,除息,,finmind
2019-07-18,6195,45.4,42.4,3.0,除息,,finmind
2019-07-18,6218,23.05,21.45,1.6,除息,,finmind
2019-07-18,6284,28.6,27.8,0.8,除息,,finmind
2019-07-18,6411,86.5,77.71,8.79,除權息,,finmind
2019-07-18,6486,75.2,70.4,4.8,除息,,finmind
2019-07-18,8032,28.9,26.9,2.0,除息,,finmind
