date,stock_id,pre_close,ref_price,value,kind,open_base,source
2025-07-24,2937,46,41.82,4.181818,除權,,finmind
2025-07-24,3206,37.8,35.3,2.5,除息,,finmind
2025-07-24,3219,45.45,45.18,0.26547,除息,,finmind
2025-07-24,3276,12.85,12.83,0.02,除息,,finmind
2025-07-24,3285,25.15,24.15,1.0,除息,,finmind
2025-07-24,3362,121.5,120.5,0.998917,除息,,finmind
2025-07-24,3402,99.1,94.1,5.0,除息,,finmind
2025-07-24,3444,53.3,51.3,2.0,除息,,finmind
2025-07-24,3546,105.5,92.18,13.318182,除權息,,finmind
2025-07-24,3615,22,21.7,0.3,除息,,finmind
2025-07-24,4561,44.55,43.35,1.2,除息,,finmind
2025-07-24,4979,185,183.46,1.544633,除息,,finmind
2025-07-24,5299,79,74.85,4.15,除息,,finmind
2025-07-24,6158,23.7,22.69,1.014766,除息,,finmind
2025-07-24,6179,27.8,27.3,0.5,除息,,finmind
2025-07-24,6290,105,100,4.998366,除息,,finmind
2025-07-24,6527,88.6,86.35,2.25,除息,,finmind
2025-07-24,6609,42.25,41.48,0.77,除息,,finmind
2025-07-24,7747,137.5,134.05,3.445781,除息,,finmind
2025-07-24,8069,216,211.01,4.990139,除息,,finmind
2025-07-24,8927,49.9,42.39,7.506775,除權息,,finmind
