date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis
2015-01-05,1304,台聚,twse,17.50,18.05,17.30,17.75,7614082,134871788,0.25,,,2388,
2015-01-06,1304,台聚,twse,17.55,17.70,17.45,17.60,5210007,91672961,-0.15,,,1498,
2015-01-07,1304,台聚,twse,17.80,18.25,17.50,18.05,9044601,162278480,0.45,,,2674,
2015-01-08,1304,台聚,twse,18.30,19.20,18.25,18.70,15321597,286417432,0.65,,,4411,
2015-01-09,1304,台聚,twse,19.00,19.10,18.55,18.85,8796824,166324608,0.15,,,2633,
2015-01-12,1304,台聚,twse,18.85,19.05,18.60,18.75,3767755,70758122,-0.1,,,1235,
2015-01-13,1304,台聚,twse,18.80,19.50,18.80,19.15,7143700,136716455,0.4,,,2205,
2015-01-14,1304,台聚,twse,19.25,19.30,18.80,19.00,4132335,78357460,-0.15,,,1307,
2015-01-15,1304,台聚,twse,19.10,19.20,18.45,18.55,5010214,93488101,-0.45,,,1411,
2015-01-16,1304,台聚,twse,18.65,18.75,18.30,18.45,3658722,67795182,-0.1,,,1185,
2015-01-19,1304,台聚,twse,18.75,18.85,18.00,18.15,4299409,78753476,-0.3,,,1301,
2015-01-20,1304,台聚,twse,18.30,18.40,18.15,18.25,2045002,37372073,0.1,,,737,
2015-01-21,1304,台聚,twse,18.30,18.35,17.80,18.35,3733807,67543162,0.1,,,1285,
2015-01-22,1304,台聚,twse,18.45,19.15,18.45,18.80,8126136,153486038,0.45,,,2537,
2015-01-23,1304,台聚,twse,19.00,19.10,18.65,18.85,5484880,103684325,0.05,,,1964,
2015-01-26,1304,台聚,twse,19.05,19.10,18.50,18.65,3106950,58170103,-0.2,,,934,
2015-01-27,1304,台聚,twse,18.50,18.65,18.05,18.35,3979687,72765177,-0.3,,,1158,
2015-01-28,1304,台聚,twse,18.15,18.45,18.15,18.40,1827830,33491428,0.05,,,817,
2015-01-29,1304,台聚,twse,18.40,18.40,18.05,18.20,1956273,35513294,-0.2,,,770,
2015-01-30,1304,台聚,twse,18.30,18.35,17.80,17.85,2567186,46071600,-0.35,,,946,
2015-02-02,1304,台聚,twse,18.25,18.30,17.75,17.85,2111407,37897955,0.0,,,910,
2015-02-03,1304,台聚,twse,18.00,18.15,17.95,18.05,2216742,39947210,0.2,,,659,
2015-02-04,1304,台聚,twse,18.55,18.55,18.15,18.20,2547255,46653412,0.15,,,949,
2015-02-05,1304,台聚,twse,18.20,18.20,18.05,18.05,805436,14568198,-0.15,,,386,
2015-02-06,1304,台聚,twse,18.10,18.30,18.05,18.10,1851364,33647961,0.05,,,693,
2015-02-09,1304,台聚,twse,18.15,18.20,17.80,17.90,1423679,25647162,-0.2,,,544,
