date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis
2016-08-26,00643K,群益深証中小+R,twse,3.26,3.26,3.26,3.26,100000,326000,0.04,up,,2,
2016-08-29,00643K,群益深証中小+R,twse,3.26,3.26,3.26,3.26,100000,326000,0.0,down,,3,
2016-08-30,00643K,群益深証中小+R,twse,3.30,3.30,3.30,3.30,95000,313500,0.04,up,,13,
2016-08-31,00643K,群益深証中小+R,twse,3.30,3.30,3.30,3.30,106000,349800,0.0,down,,3,
2016-09-01,00643K,群益深証中小+R,twse,3.30,3.30,3.30,3.30,160000,528000,0.0,down,,4,
2016-09-02,00643K,群益深証中小+R,twse,3.30,3.30,3.30,3.30,189000,623700,0.0,down,,3,
2016-09-05,00643K,群益深証中小+R,twse,3.26,3.30,3.26,3.30,102000,336520,0.0,,,6,
2016-09-06,00643K,群益深証中小+R,twse,3.26,3.26,3.26,3.26,100000,326000,-0.04,down,,3,
2016-09-07,00643K,群益深証中小+R,twse,3.30,3.30,3.30,3.30,106000,349800,0.04,up,,7,
2016-09-08,00643K,群益深証中小+R,twse,3.27,3.27,3.27,3.27,100000,327000,-0.03,down,,5,
2016-09-09,00643K,群益深証中小+R,twse,3.34,3.34,3.34,3.34,110000,367400,0.07,up,,7,
2016-09-10,00643K,群益深証中小+R,twse,3.21,3.21,3.21,3.21,100000,321000,-0.13,down,,6,
2016-09-12,00643K,群益深証中小+R,twse,3.19,3.19,3.19,3.19,100000,319000,-0.02,down,,5,
2016-09-13,00643K,群益深証中小+R,twse,3.18,3.18,3.18,3.18,100000,318000,-0.01,down,,3,
2016-09-14,00643K,群益深証中小+R,twse,3.15,3.15,3.15,3.15,101000,318150,-0.03,down,,5,
2016-09-19,00643K,群益深証中小+R,twse,3.21,3.21,3.21,3.21,101000,324210,0.06,up,,6,
2016-09-20,00643K,群益深証中小+R,twse,3.29,3.29,3.29,3.29,148000,486920,0.08,up,,3,
2016-09-21,00643K,群益深証中小+R,twse,3.20,3.20,3.20,3.20,100000,320000,-0.09,down,,5,
2016-09-22,00643K,群益深証中小+R,twse,3.23,3.23,3.23,3.23,100000,323000,0.03,up,,4,
2016-09-23,00643K,群益深証中小+R,twse,3.23,3.23,3.23,3.23,100000,323000,0.0,down,,5,
2016-09-26,00643K,群益深証中小+R,twse,3.20,3.20,3.20,3.20,100000,320000,-0.03,down,,5,
2016-09-29,00643K,群益深証中小+R,twse,3.17,3.17,3.17,3.17,100000,317000,-0.03,down,,4,
2016-09-30,00643K,群益深証中小+R,twse,3.23,3.23,3.23,3.23,100000,323000,0.06,up,,6,
2016-10-04,00643K,群益深証中小+R,twse,3.18,3.18,3.18,3.18,102000,324360,0.0,down,,6,
2016-10-05,00643K,群益深証中小+R,twse,3.19,3.19,3.19,3.19,102000,325380,0.01,up,,6,
2016-10-06,00643K,群益深証中小+R,twse,3.22,3.22,3.22,3.22,100000,322000,0.03,up,,13,
2016-10-07,00643K,群益深証中小+R,twse,3.23,3.23,3.23,3.23,100000,323000,0.01,up,,9,
2016-10-11,00643K,群益深証中小+R,twse,3.23,3.23,3.23,3.23,100000,323000,0.0,down,,7,
2016-10-12,00643K,群益深証中小+R,twse,3.25,3.25,3.25,3.25,100000,325000,0.02,up,,4,
2016-10-13,00643K,群益深証中小+R,twse,3.26,3.26,3.26,3.26,100000,326000,0.01,up,,4,
2016-10-14,00643K,群益深証中小+R,twse,3.23,3.23,3.23,3.23,102000,329460,-0.03,down,,6,
