date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance
2026-06-23,00407A,0,0,0,198684,0,0,0
2026-06-24,00407A,17895,0,17895,398684,0,0,0
2026-06-25,00407A,18833,1230,35498,447309,0,1,1
2026-06-26,00407A,11103,8972,37627,585559,1,126,126
2026-06-29,00407A,4143,498,41262,639434,116,20,30
2026-06-30,00407A,1323,2904,39662,637559,30,4,4
2026-07-01,00407A,940,5872,34727,628184,0,0,4
2026-07-02,00407A,4924,547,39060,617184,1,8,11
2026-07-03,00407A,3191,539,41705,618434,0,0,11
2026-07-06,00407A,2859,1519,43035,628184,6,0,5
2026-07-07,00407A,2206,3704,41537,638309,0,3,8
2026-07-08,00407A,1901,232,43199,669184,1,52,59
2026-07-09,00407A,521,911,42809,674309,13,27,73
2026-07-13,00407A,824,3534,40093,677559,0,0,73
2026-07-14,00407A,4501,814,43749,721934,11,2,64
2026-07-15,00407A,1378,1069,44058,721434,4,36,96
2026-07-16,00407A,1030,913,44150,723684,14,3,85
2026-07-17,00407A,2281,3862,42567,747684,5,8,88
2026-07-20,00407A,838,945,42446,755184,6,12,94
2026-07-21,00407A,1846,625,43664,757184,5,32,121
2026-07-22,00407A,641,1417,42887,752934,1,14,134
2026-07-23,00407A,628,2006,41509,752934,7,12,139
2026-07-24,00407A,813,1854,40468,756809,1,13,151
2026-07-27,00407A,597,288,40777,760309,11,49,189
2026-07-28,00407A,2518,554,42729,780184,86,1,104
2026-07-29,00407A,1590,7251,37024,795434,17,2,89
2026-07-30,00407A,996,528,37475,795434,11,36,114
2026-07-31,00407A,2618,2731,37362,808684,18,29,125
2026-08-03,00407A,437,2394,35404,806059,0,56,181
2026-08-04,00407A,415,711,35108,797184,0,42,223
2026-08-05,00407A,337,2082,33363,785184,15,15,223
2026-08-06,00407A,1546,597,34309,774559,1,74,296
2026-08-07,00407A,473,554,34227,770684,24,5,277
2026-08-10,00407A,886,1827,33285,756559,6,2,273
2026-08-11,00407A,186,1782,31687,753309,0,113,386
2026-08-12,00407A,132,785,31032,745684,60,16,342
2026-08-13,00407A,1854,651,32234,735434,56,49,335
2026-08-14,00407A,686,2156,30764,724559,0,6,341
2026-08-17,00407A,146,1035,29875,718059,4,22,359
2026-08-18,00407A,416,781,29510,708809,67,45,337
2026-08-19,00407A,641,604,29547,707809,21,15,331
2026-08-20,00407A,134,123,29558,707809,43,38,326
2026-08-21,00407A,249,135,29672,707809,30,75,371
2026-08-24,00407A,186,336,29522,705559,0,0,371
2026-08-25,00407A,552,328,29746,705809,12,23,382
2026-08-26,00407A,212,412,29546,702309,3,55,434
2026-08-27,00407A,415,870,29090,694684,2,10,442
2026-08-28,00407A,202,746,28546,677184,12,23,453
2026-08-31,00407A,307,115,28737,668559,42,41,452
2026-09-01,00407A,61,1153,27602,661809,5,32,479
2026-09-02,00407A,383,165,27798,658184,64,0,415
2026-09-03,00407A,368,339,27827,655434,125,10,300
2026-09-04,00407A,130,235,27722,655934,0,0,300
2026-09-08,00407A,306,15,27789,649309,1,0,300
