date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance,m_prev,m_ret,s_prev,s_ret
2015-01-05,8033,0,0,0,25869,0,0,0,,,,
2015-01-06,8033,0,0,0,25869,0,0,0,,,,
2015-01-07,8033,0,0,0,25869,0,0,0,,,,
2015-01-08,8033,0,0,0,25869,0,0,0,,,,
2015-01-09,8033,0,0,0,25869,0,0,0,,,,
2015-01-12,8033,0,0,0,25869,0,0,0,,,,
2015-01-13,8033,0,0,0,25869,0,0,0,,,,
2015-01-14,8033,0,0,0,25869,0,0,0,,,,
2015-01-15,8033,0,0,0,25869,0,0,0,,,,
2015-01-16,8033,0,0,0,25869,0,0,0,,,,
2015-01-19,8033,0,0,0,25869,0,0,0,,,,
2015-01-20,8033,0,0,0,25869,0,0,0,,,,
2015-01-21,8033,0,0,0,25869,0,0,0,,,,
2015-01-22,8033,0,0,0,25869,0,0,0,,,,
2015-01-23,8033,0,0,0,25869,0,0,0,,,,
2015-01-26,8033,0,0,0,25869,0,0,0,,,,
2015-01-27,8033,0,0,0,25869,0,0,0,,,,
2015-01-28,8033,0,0,0,25869,0,0,0,,,,
2015-01-29,8033,0,0,0,25869,0,0,0,,,,
2015-01-30,8033,0,0,0,25869,0,0,0,,,,
2015-02-02,8033,0,0,0,25869,0,0,0,,,,
2015-02-03,8033,0,0,0,25869,0,0,0,,,,
2015-02-04,8033,0,0,0,25869,0,0,0,,,,
2015-02-05,8033,0,0,0,25869,0,0,0,,,,
2015-02-06,8033,0,0,0,25869,0,0,0,,,,
2015-02-09,8033,0,0,0,25869,0,0,0,,,,
2015-02-10,8033,0,0,0,25869,0,0,0,,,,
2015-02-11,8033,0,0,0,25869,0,0,0,,,,
2015-02-12,8033,0,0,0,25869,0,0,0,,,,
2015-02-13,8033,0,0,0,25869,0,0,0,,,,
2015-02-24,8033,0,0,0,25869,0,0,0,,,,
2015-02-25,8033,0,0,0,25869,0,0,0,,,,
2015-02-26,8033,0,0,0,25869,0,0,0,,,,
2015-03-02,8033,0,0,0,25869,0,0,0,,,,
2015-03-03,8033,0,0,0,25869,0,0,0,,,,
2015-03-04,8033,0,0,0,25869,0,0,0,,,,
2015-03-05,8033,0,0,0,25869,0,0,0,,,,
2015-03-06,8033,0,0,0,30869,0,0,0,,,,
2015-03-09,8033,0,0,0,30869,0,0,0,,,,
2015-03-10,8033,0,0,0,30869,0,0,0,,,,
2015-03-11,8033,0,0,0,30869,0,0,0,,,,
2015-03-12,8033,0,0,0,30869,0,0,0,,,,
2015-03-13,8033,0,0,0,30869,0,0,0,,,,
2015-03-16,8033,0,0,0,30869,0,0,0,,,,
2015-03-17,8033,0,0,0,30869,0,0,0,,,,
2015-03-18,8033,0,0,0,30869,0,0,0,,,,
2015-03-19,8033,0,0,0,30869,0,0,0,,,,
2015-03-20,8033,0,0,0,30869,0,0,0,,,,
2015-03-23,8033,0,0,0,30869,0,0,0,,,,
2015-03-24,8033,0,0,0,30869,0,0,0,,,,
2015-03-25,8033,0,0,0,30869,0,0,0,,,,
2015-03-26,8033,0,0,0,30869,0,0,0,,,,
2015-03-27,8033,0,0,0,30869,0,0,0,,,,
2015-03-30,8033,0,0,0,30869,0,0,0,,,,
2015-03-31,8033,0,0,0,30869,0,0,0,,,,
2015-04-01,8033,0,0,0,30869,0,0,0,,,,
2015-04-02,8033,0,0,0,30869,0,0,0,,,,
2015-04-07,8033,0,0,0,30869,0,0,0,,,,
2015-04-08,8033,0,0,0,30869,0,0,0,,,,
2015-04-09,8033,0,0,0,30869,0,0,0,,,,
2015-04-10,8033,0,0,0,30869,0,0,0,,,,
2015-04-13,8033,0,0,0,30869,0,0,0,,,,
2015-04-14,8033,0,0,0,30869,0,0,0,,,,
2015-04-15,8033,0,0,0,30869,0,0,0,,,,
2015-04-16,8033,0,0,0,30869,0,0,0,,,,
2015-04-17,8033,0,0,0,30869,0,0,0,,,,
2015-04-20,8033,0,0,0,30869,0,0,0,,,,
2015-04-21,8033,0,0,0,30869,0,0,0,,,,
2015-04-22,8033,0,0,0,30869,0,0,0,,,,
2015-04-23,8033,0,0,0,30869,0,0,0,,,,
2015-04-24,8033,0,0,0,30869,0,0,0,,,,
2015-04-27,8033,0,0,0,30869,0,0,0,,,,
2015-04-28,8033,0,0,0,30869,0,0,0,,,,
2015-04-29,8033,0,0,0,30869,0,0,0,,,,
2015-04-30,8033,0,0,0,30869,0,0,0,,,,
2015-05-04,8033,0,0,0,30869,0,0,0,,,,
2015-05-05,8033,0,0,0,30869,0,0,0,,,,
2015-05-06,8033,0,0,0,30869,0,0,0,,,,
2015-05-07,8033,0,0,0,30869,0,0,0,,,,
2015-05-08,8033,0,0,0,30869,0,0,0,,,,
2015-05-11,8033,0,0,0,30869,0,0,0,,,,
2015-05-12,8033,0,0,0,30869,0,0,0,,,,
2015-05-13,8033,0,0,0,30869,0,0,0,,,,
2015-05-14,8033,0,0,0,30869,0,0,0,,,,
2015-05-15,8033,0,0,0,30869,0,0,0,,,,
2015-05-18,8033,0,0,0,30869,0,0,0,,,,
2015-05-19,8033,0,0,0,30869,0,0,0,,,,
2015-05-20,8033,0,0,0,30869,0,0,0,,,,
2015-05-21,8033,0,0,0,30869,0,0,0,,,,
2015-05-22,8033,0,0,0,30869,0,0,0,,,,
2015-05-25,8033,0,0,0,30869,0,0,0,,,,
2015-05-26,8033,0,0,0,30869,0,0,0,,,,
2015-05-27,8033,0,0,0,30869,0,0,0,,,,
2015-05-28,8033,0,0,0,30869,0,0,0,,,,
