date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance,m_prev,m_ret,s_prev,s_ret,note
2026-02-02,00993A,0,0,0,282772,0,0,0,,,,,
2026-02-03,00993A,9391,0,9391,347522,0,0,0,,,,,
2026-02-04,00993A,2528,1674,10245,364147,0,42,42,,,,,
2026-02-05,00993A,1214,634,10825,387022,22,0,20,,,,,
2026-02-06,00993A,599,481,10943,396772,0,0,20,,,,,
2026-02-09,00993A,352,528,10747,396772,0,0,20,,,,,
2026-02-10,00993A,189,858,9978,386772,0,0,20,,,,,
2026-02-11,00993A,428,910,9476,373022,0,0,20,,,,,
2026-02-23,00993A,350,635,8966,365147,0,0,20,,,,,
2026-02-24,00993A,1848,545,10269,357397,0,21,41,,,,,
2026-02-25,00993A,466,626,10089,356272,1,0,40,,,,,
2026-02-26,00993A,271,336,10024,354397,0,5,45,,,,,
2026-03-02,00993A,1126,1094,10056,351522,0,3,48,,,,,
2026-03-03,00993A,635,1782,8907,351147,22,2,28,,,,,
2026-03-04,00993A,2070,587,10388,343397,8,10,30,,,,,
2026-03-05,00993A,435,1191,9630,340897,0,4,34,,,,,
2026-03-06,00993A,125,1575,8175,336647,0,1,35,,,,,
2026-03-09,00993A,388,445,8018,337772,14,2,23,,,,,
2026-03-10,00993A,188,922,7280,337022,1,2,24,,,,,
2026-03-11,00993A,1209,510,7979,333022,0,20,44,,,,,
2026-03-12,00993A,387,547,7813,322772,10,0,34,,,,,
2026-03-13,00993A,468,800,7481,316397,0,12,46,,,,,
2026-03-16,00993A,22,314,7189,313647,0,0,46,,,,,
2026-03-17,00993A,316,1655,5850,309147,12,0,34,,,,,
2026-03-18,00993A,276,240,5881,305397,0,0,34,,,,,
2026-03-19,00993A,238,456,5633,300272,0,0,34,,,,,
2026-03-20,00993A,285,79,5836,300272,0,2,36,,,,,
2026-03-23,00993A,592,932,5496,300272,2,13,47,,,,,
2026-03-24,00993A,246,643,5099,299397,19,0,28,,,,,
2026-03-25,00993A,265,393,4971,297022,0,20,48,,,,,
2026-03-26,00993A,107,924,4127,294647,0,0,48,,,,,
2026-03-27,00993A,338,19,4446,291647,0,0,48,,,,,
2026-03-30,00993A,281,966,3761,291647,10,0,38,,,,,
2026-03-31,00993A,1024,449,4335,291647,10,5,33,,,,,
2026-04-01,00993A,360,455,4240,289397,0,10,43,,,,,
2026-04-02,00993A,65,761,3544,286772,10,20,53,,,,,
2026-04-07,00993A,242,438,3348,283397,20,2,35,,,,,
2026-04-08,00993A,359,213,3494,278522,0,14,49,,,,,
2026-04-09,00993A,449,496,3452,271522,0,3,52,,,,,
2026-04-10,00993A,429,1036,2845,269272,0,1,53,,,,,
2026-04-13,00993A,69,467,2447,264147,0,0,53,,,,,
2026-04-14,00993A,57,96,2408,264147,0,4,57,,,,,
2026-04-15,00993A,154,416,2136,260272,0,3,60,,,,,
2026-04-16,00993A,127,244,2017,258647,0,0,60,,,,,
2026-04-17,00993A,155,122,2040,258647,10,1,51,,,,,
2026-04-20,00993A,885,221,2704,258647,0,2,53,,,,,
2026-04-21,00993A,1087,264,3522,257397,0,0,53,,,,,
2026-04-22,00993A,518,1132,2908,257397,0,0,53,,,,,
2026-04-23,00993A,441,543,2806,254147,11,5,47,,,,,
2026-04-24,00993A,144,275,2675,250772,4,4,47,,,,,
2026-04-27,00993A,12,524,2163,246647,0,4,51,,,,,
2026-04-28,00993A,459,179,2443,245772,0,2,53,,,,,
2026-04-29,00993A,315,134,2624,241647,0,0,53,,,,,
2026-04-30,00993A,300,283,2641,237647,3,0,50,,,,,
2026-05-04,00993A,977,829,2789,235397,13,1,38,,,,,
2026-05-05,00993A,285,26,3048,235397,2,2,38,,,,,
2026-05-06,00993A,254,337,2965,231772,0,3,41,,,,,
2026-05-07,00993A,48,487,2526,231772,3,1,39,,,,,
2026-05-08,00993A,136,50,2612,231772,0,1,40,,,,,
2026-05-11,00993A,175,579,2208,230022,0,2,42,,,,,
2026-05-12,00993A,46,172,2082,225897,0,0,42,,,,,
2026-05-13,00993A,152,68,2166,224897,1,1,42,,,,,
2026-05-14,00993A,175,247,2094,222772,0,2,44,,,,,
2026-05-15,00993A,105,123,2076,224022,5,2,41,,,,,
2026-05-18,00993A,88,147,2017,224022,5,3,39,,,,,
2026-05-19,00993A,68,105,1979,223397,7,15,47,,,,,
2026-05-20,00993A,13,39,1953,221772,12,3,38,,,,,
2026-05-21,00993A,40,66,1927,220897,3,2,37,,,,,
2026-05-22,00993A,43,82,1888,220522,3,3,37,,,,,
2026-05-25,00993A,639,63,2462,220522,5,2,34,,,,,
2026-05-26,00993A,126,163,2425,219272,0,1,35,,,,,
2026-05-27,00993A,236,251,2410,218897,2,6,39,,,,,
2026-05-28,00993A,218,127,2501,218897,4,4,39,,,,,
2026-05-29,00993A,320,600,2219,218272,2,0,37,,,,,
2026-06-01,00993A,142,184,2177,217772,1,2,38,,,,,
2026-06-02,00993A,255,170,2262,211147,4,1,35,,,,,
2026-06-03,00993A,15,42,2235,210522,1,0,34,,,,,
2026-06-04,00993A,18,425,1823,210522,0,0,34,,,,,
2026-06-05,00993A,130,69,1884,210147,0,8,42,,,,,
2026-06-08,00993A,74,48,1910,209397,13,1,30,,,,,
2026-06-09,00993A,164,136,1938,208022,0,1,31,,,,,
2026-06-10,00993A,83,139,1882,207772,2,1,30,,,,,
2026-06-11,00993A,271,100,2053,207772,1,0,29,,,,,
2026-06-12,00993A,216,165,2104,207022,0,0,29,,,,,
2026-06-15,00993A,96,98,2102,207022,0,1,30,,,,,
2026-06-16,00993A,156,42,2216,206397,0,1,31,,,,,
2026-06-17,00993A,74,13,2277,203272,1,1,31,,,,,
2026-06-18,00993A,113,302,2088,202147,2,0,29,,,,,
