date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance,m_prev,m_ret,s_prev,s_ret,note
2015-01-05,3218,42,27,5580,16530,0,0,50,,,,,
2015-01-06,3218,69,56,5593,16530,0,1,51,,,,,
2015-01-07,3218,14,54,5553,16530,1,0,50,,,,,
2015-01-08,3218,45,46,5551,16530,15,0,35,,,,,
2015-01-09,3218,65,15,5595,16530,0,0,35,,,,,
2015-01-12,3218,14,31,5578,16530,0,0,35,,,,,
2015-01-13,3218,45,62,5561,16530,2,0,33,,,,,
2015-01-14,3218,144,14,5691,16530,0,0,33,,,,,
2015-01-15,3218,27,105,5613,16530,0,0,33,,,,,
2015-01-16,3218,69,122,5560,16530,1,0,32,,,,,
2015-01-19,3218,32,22,5570,16530,0,1,33,,,,,
2015-01-20,3218,19,38,5550,16530,1,2,34,,,,,
2015-01-21,3218,20,17,5553,16530,0,0,34,,,,,
2015-01-22,3218,24,30,5547,16530,1,0,33,,,,,
2015-01-23,3218,66,48,5565,16530,0,0,33,,,,,
2015-01-26,3218,22,55,5532,16530,0,0,33,,,,,
2015-01-27,3218,429,204,5757,16530,0,6,39,,,,,
2015-01-28,3218,95,108,5744,16530,3,1,37,,,,,
2015-01-29,3218,15,55,5704,16530,4,0,33,,,,,
2015-01-30,3218,16,37,5683,16530,0,0,33,,,,,
2015-02-02,3218,35,96,5622,16530,0,0,33,,,,,
2015-02-03,3218,58,42,5638,16530,0,0,33,,,,,
2015-02-04,3218,54,28,5664,16530,0,0,33,,,,,
2015-02-05,3218,11,21,5653,16530,0,0,33,,,,,
2015-02-06,3218,39,53,5639,16530,0,0,33,,,,,
2015-02-09,3218,18,24,5633,16530,0,0,33,,,,,
2015-02-10,3218,12,15,5630,16530,0,0,33,,,,,
2015-02-11,3218,11,25,5616,16530,0,0,33,,,,,
2015-02-12,3218,18,7,5627,16530,0,0,33,,,,,
2015-02-13,3218,15,28,5609,16530,0,0,33,,,,,
2015-02-24,3218,26,35,5591,16530,5,0,28,,,,,
2015-02-25,3218,45,11,5625,16530,2,0,26,,,,,
2015-02-26,3218,100,25,5700,16530,5,0,21,,,,,
2015-03-02,3218,26,20,5706,16530,0,0,21,,,,,
2015-03-03,3218,105,94,5717,16530,3,0,18,,,,,
2015-03-04,3218,80,43,5754,16530,0,0,18,,,,,
2015-03-05,3218,39,42,5730,16530,3,1,16,,,,,
2015-03-06,3218,34,55,5709,16530,0,0,16,,,,,
2015-03-09,3218,510,257,5962,16530,1,0,15,,,,,
2015-03-10,3218,893,546,6309,16530,12,43,46,,,,,
2015-03-11,3218,926,1054,6181,16530,4,33,75,,,,,
2015-03-12,3218,414,430,6165,16530,29,8,54,,,,,
2015-03-13,3218,1041,742,6464,16530,20,55,89,,,,,
2015-03-16,3218,499,602,6361,16530,4,14,99,,,,,
2015-03-17,3218,315,289,6387,16530,26,5,78,,,,,
2015-03-18,3218,310,318,6376,16530,31,4,48,,,,,
2015-03-19,3218,190,234,6332,16530,3,2,47,,,,,
2015-03-20,3218,1150,891,6591,16530,12,69,104,,,,,
2015-03-23,3218,921,858,6654,16530,5,76,175,,,,,
2015-03-24,3218,356,916,6094,16530,24,15,166,,,,,
2015-03-25,3218,574,570,6098,16530,54,16,128,,,,,
2015-03-26,3218,372,439,6031,16530,73,2,57,,,,,
2015-03-27,3218,199,255,5975,16530,12,19,64,,,,,
2015-03-30,3218,288,296,5966,16530,33,12,43,,,,,
2015-03-31,3218,143,125,5984,16530,6,15,52,,,,,
2015-04-01,3218,312,231,6062,16530,4,2,50,,,,,
