date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance,m_prev,m_ret,s_prev,s_ret
2026-06-10,00406A,0,0,0,162265,0,0,0,,,,
2026-06-11,00406A,1491,0,1491,186640,0,0,0,,,,
2026-06-12,00406A,276,105,1662,187515,0,0,0,,,,
2026-06-15,00406A,316,36,1939,185515,0,0,0,,,,
2026-06-16,00406A,263,24,2178,177765,0,0,0,,,,
2026-06-17,00406A,1075,88,3165,176140,0,0,0,,,,
2026-06-18,00406A,40,149,2962,173765,0,0,0,,,,
2026-06-22,00406A,1241,1035,3163,171640,0,0,0,,,,
2026-06-23,00406A,482,203,3441,177265,0,0,0,,,,
2026-06-24,00406A,519,46,3914,183390,0,0,0,,,,
2026-06-25,00406A,33,414,3532,183390,0,0,0,,,,
2026-06-26,00406A,781,354,3959,192515,0,0,0,,,,
2026-06-29,00406A,28,124,3863,193890,0,10,10,,,,
2026-06-30,00406A,286,74,4072,192765,0,0,10,,,,
2026-07-01,00406A,43,123,3992,187515,0,0,10,,,,
2026-07-02,00406A,770,166,4596,183890,0,0,10,,,,
2026-07-03,00406A,245,179,4662,183765,0,3,13,,,,
2026-07-06,00406A,680,25,5312,184140,0,0,13,,,,
2026-07-07,00406A,339,86,5565,186265,0,299,312,,,,
2026-07-08,00406A,345,34,5876,194640,312,0,0,,,,
2026-07-09,00406A,45,187,5734,194640,0,0,0,,,,
2026-07-13,00406A,184,60,5858,195015,0,0,0,,,,
2026-07-14,00406A,250,31,6077,202640,0,4,4,,,,
2026-07-15,00406A,116,195,5993,218515,1,23,26,,,,
2026-07-16,00406A,843,60,6776,239515,20,4,10,,,,
2026-07-17,00406A,2019,176,8619,262140,7,0,3,,,,
2026-07-20,00406A,831,78,9351,273265,3,0,0,,,,
2026-07-21,00406A,321,659,9013,282390,0,20,20,,,,
2026-07-22,00406A,1026,970,9064,287015,20,1,1,,,,
2026-07-23,00406A,470,267,9262,296390,1,0,0,,,,
2026-07-24,00406A,2112,99,11255,320640,0,0,0,,,,
2026-07-27,00406A,2033,483,12785,349265,0,0,0,,,,
2026-07-28,00406A,2985,1988,13766,391515,0,0,0,,,,
2026-07-29,00406A,3653,2505,13865,426140,0,0,0,,,,
2026-07-30,00406A,2955,1382,15430,444765,0,0,0,,,,
2026-07-31,00406A,3161,2462,16124,447265,0,6,6,,,,
2026-08-03,00406A,3171,1891,17404,444265,0,16,22,,,,
2026-08-04,00406A,1720,2677,16429,440515,2,6,26,,,,
2026-08-05,00406A,1564,1200,16782,434640,0,5,31,,,,
2026-08-06,00406A,1104,810,17074,434140,0,1,32,,,,
2026-08-07,00406A,543,471,17142,434140,0,2,34,,,,
2026-08-10,00406A,1174,1948,16340,433890,0,3,37,,,,
2026-08-11,00406A,824,190,16882,439640,4,35,68,,,,
2026-08-12,00406A,686,863,16630,439390,0,21,89,,,,
2026-08-13,00406A,1586,412,17733,439140,35,0,54,,,,
2026-08-14,00406A,820,1194,17359,441390,0,39,93,,,,
2026-08-17,00406A,423,670,16992,440890,0,10,103,,,,
2026-08-18,00406A,1863,1505,17324,484640,16,2,89,,,,
2026-08-19,00406A,2263,398,19179,538390,8,2,83,,,,
2026-08-20,00406A,2738,271,21568,576640,0,101,184,,,,
2026-08-21,00406A,2353,934,22984,598640,20,0,164,,,,
2026-08-24,00406A,3178,948,25214,628140,110,1,55,,,,
2026-08-25,00406A,3085,464,27644,691515,31,0,24,,,,
2026-08-26,00406A,7524,2999,32155,697140,0,14,38,,,,
2026-08-27,00406A,4597,2256,34476,721515,38,0,0,,,,
2026-08-28,00406A,2850,6572,30739,736515,0,0,0,,,,
2026-08-31,00406A,7571,885,37409,810515,0,0,0,,,,
2026-09-01,00406A,6871,3826,40438,830140,0,0,0,,,,
2026-09-02,00406A,6445,2736,44141,868515,0,907,907,,,,
2026-09-03,00406A,3769,1958,45947,898390,7,283,1183,,,,
2026-09-04,00406A,2258,1588,46488,933765,90,0,1093,,,,
2026-09-07,00406A,1857,3724,44442,933765,1093,22,22,46488,179,1093,0
2026-09-08,00406A,2026,2591,43707,933765,22,302,302,,,,
2026-09-09,00406A,835,1746,42472,936515,200,27,129,43707,324,302,0
