stock_id,name,period,market,產業別,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
1232,大統益,2026-03,twse,食品工業,2019725,1661070,1935400,21.59,4.35,5894059,5397170,9.20
1233,天仁,2026-03,twse,食品工業,175658,200044,169134,-12.19,3.85,573804,551138,4.11
1234,黑松,2026-03,twse,食品工業,728461,805443,609760,-9.55,19.46,2328332,2229771,4.42
1235,興泰,2026-03,twse,食品工業,19260,15848,18067,21.52,6.60,58970,28420,107.49
1236,宏亞,2026-03,twse,食品工業,103266,138565,133073,-25.47,-22.39,545487,515973,5.72
1702,南僑,2026-03,twse,食品工業,2065666,1645241,2055925,25.55,0.47,5815646,5858566,-0.73
1737,臺鹽,2026-03,twse,食品工業,297553,214779,249440,38.53,19.28,789500,819189,-3.62
7780,大研生醫*,2026-03,twse,食品工業,189757,135700,134664,39.83,40.91,463842,334781,38.55
7791,皇家可口,2026-03,twse,食品工業,170346,176173,188161,-3.30,-9.46,486306,534176,-8.96
1301,台塑,2026-03,twse,塑膠工業,17354391,10739649,17092363,61.59,1.53,41985122,47202204,-11.05
1303,南亞,2026-03,twse,塑膠工業,27167406,18556362,23012738,46.40,18.05,68596393,65551631,4.64
1304,台聚,2026-03,twse,塑膠工業,4320562,2843587,4296504,51.94,0.55,10747608,12147296,-11.52
1305,華夏,2026-03,twse,塑膠工業,1082256,785281,836342,37.81,29.40,2673712,2462111,8.59
1307,三芳,2026-03,twse,塑膠工業,1011105,789802,1022024,28.02,-1.06,2952810,2931014,0.74
1308,亞聚,2026-03,twse,塑膠工業,476656,377128,564425,26.39,-15.55,1301866,1534396,-15.15
1309,台達化,2026-03,twse,塑膠工業,1376599,824009,1502160,67.06,-8.35,3335906,4232841,-21.18
1310,台苯,2026-03,twse,塑膠工業,854539,624367,695651,36.86,22.84,2184647,2293712,-4.75
1312,國喬,2026-03,twse,塑膠工業,3110910,2072655,2647259,50.09,17.51,7505498,5697446,31.73
1313,聯成,2026-03,twse,塑膠工業,6489125,2565385,5864531,152.94,10.65,14431139,14552511,-0.83
1314,中石化,2026-03,twse,塑膠工業,1404411,1098234,2105503,27.87,-33.29,4092344,6503269,-37.07
1315,達新,2026-03,twse,塑膠工業,127113,144318,154471,-11.92,-17.71,397677,541182,-26.51
1321,大洋,2026-03,twse,塑膠工業,372645,194063,367145,92.02,1.49,896640,998185,-10.17
1323,永裕,2026-03,twse,塑膠工業,203039,149301,194938,35.99,4.15,531593,527053,0.86
1324,地球,2026-03,twse,塑膠工業,72918,36917,67682,97.51,7.73,169793,184764,-8.10
1325,恆大,2026-03,twse,塑膠工業,18082,14835,29830,21.88,-39.38,57239,82236,-30.39
1326,台化,2026-03,twse,塑膠工業,33728547,22981250,27746732,46.76,21.55,81749811,78909389,3.59
4306,炎洲,2026-03,twse,塑膠工業,1241633,799288,1080099,55.34,14.95,3266823,2999371,8.91
1402,遠東新,2026-03,twse,紡織纖維,21386882,17896522,22109493,19.50,-3.26,61276819,63803549,-3.96
1409,新纖,2026-03,twse,紡織纖維,3945363,2768316,3763379,42.51,4.83,10047898,10542162,-4.68
1410,南染,2026-03,twse,紡織纖維,23195,12885,19090,80.01,21.50,50290,50765,-0.93
1413,宏洲,2026-03,twse,紡織纖維,187414,105547,225392,77.56,-16.84,437912,599962,-27.01
1414,東和,2026-03,twse,紡織纖維,39742,32662,52596,21.67,-24.43,113452,133301,-14.89
1417,嘉裕,2026-03,twse,紡織纖維,20338,23236,18799,-12.47,8.18,73809,55141,33.85
1418,東華,2026-03,twse,紡織纖維,17,18,849,-5.55,-97.99,648,2840,-77.18
1419,新紡,2026-03,twse,紡織纖維,563421,379790,396037,48.35,42.26,1453047,1063760,36.59
1423,利華,2026-03,twse,紡織纖維,7995,17386,10615,-54.01,-24.68,31233,28389,10.01
1434,福懋,2026-03,twse,紡織纖維,2682740,1869940,2815178,43.46,-4.70,6979321,7687773,-9.21
1440,南紡,2026-03,twse,紡織纖維,1404035,865498,1459502,62.22,-3.80,3372657,4192369,-19.55
1441,大東,2026-03,twse,紡織纖維,114577,57056,159859,100.81,-28.32,289133,403126,-28.27
1444,力麗,2026-03,twse,紡織纖維,950193,665239,717018,42.83,32.52,2142663,1932178,10.89
1445,大宇,2026-03,twse,紡織纖維,52314,45054,70057,16.11,-25.32,171054,200423,-14.65
1446,宏和,2026-03,twse,紡織纖維,97846,76133,139973,28.51,-30.09,180694,293912,-38.52
1447,力鵬,2026-03,twse,紡織纖維,3871493,1723100,2854108,124.68,35.64,8071598,6937551,16.34
1449,佳和,2026-03,twse,紡織纖維,280131,283925,209648,-1.33,33.61,792390,649112,22.07
1451,年興,2026-03,twse,紡織纖維,518409,458977,454137,12.94,14.15,1528004,1350745,13.12
1452,宏益,2026-03,twse,紡織纖維,161166,75246,114758,114.18,40.43,328337,350094,-6.21
1454,台富,2026-03,twse,紡織纖維,111197,74526,150716,49.20,-26.22,294179,404599,-27.29
1455,集盛,2026-03,twse,紡織纖維,529750,318242,670533,66.46,-20.99,1265739,1859817,-31.94
1457,宜進,2026-03,twse,紡織纖維,272585,156605,316845,74.05,-13.96,647285,856262,-24.40
1459,聯發,2026-03,twse,紡織纖維,99917,47656,142301,109.66,-29.78,231160,362646,-36.25
1460,宏遠,2026-03,twse,紡織纖維,585553,450189,758415,30.06,-22.79,1697865,2172667,-21.85
1463,強盛新,2026-03,twse,紡織纖維,25215,16402,25315,53.73,-0.39,62814,654241,-90.39
1464,得力,2026-03,twse,紡織纖維,1131849,792863,1224006,42.75,-7.52,2986296,3462317,-13.74
1465,偉全,2026-03,twse,紡織纖維,34511,20212,25046,70.74,37.79,98481,83853,17.44
1466,聚隆,2026-03,twse,紡織纖維,193314,159530,230134,21.17,-15.99,547834,686681,-20.22
1467,南緯,2026-03,twse,紡織纖維,462982,373739,401238,23.87,15.38,1182633,1243203,-4.87
1468,昶和,2026-03,twse,紡織纖維,25383,27453,121656,-7.54,-79.13,127625,246458,-48.21
1470,大統新創,2026-03,twse,紡織纖維,69060,48383,90888,42.73,-24.01,191305,213942,-10.58
1473,台南,2026-03,twse,紡織纖維,555361,707190,729893,-21.46,-23.91,1959137,2496138,-21.51
1474,弘裕,2026-03,twse,紡織纖維,302809,148784,272895,103.52,10.96,691030,743410,-7.04
1475,業旺,2026-03,twse,紡織纖維,130790,87958,109086,48.69,19.89,347870,390932,-11.01
1476,儒鴻,2026-03,twse,紡織纖維,3599533,2439916,3410647,47.52,5.53,9621070,9374606,2.62
1477,聚陽,2026-03,twse,紡織纖維,3130764,2937964,3453770,6.56,-9.35,8896989,9923923,-10.34
4414,如興,2026-03,twse,紡織纖維,995456,1137585,913361,-12.49,8.98,3296426,3284902,0.35
4426,利勤,2026-03,twse,紡織纖維,85224,52697,83247,61.72,2.37,217182,231108,-6.02
4438,廣越,2026-03,twse,紡織纖維,960944,772311,914980,24.42,5.02,2772556,2756948,0.56
4440,宜新實業,2026-03,twse,紡織纖維,116431,72752,73356,60.03,58.72,294726,227118,29.76
4441,振大環球,2026-03,twse,紡織纖維,602614,586105,544476,2.81,10.67,1889968,1509501,25.20
1503,士電,2026-03,twse,電機機械,4230241,2844510,3125640,48.71,35.33,11558698,10294698,12.27
1504,東元,2026-03,twse,電機機械,5126597,4428182,4962534,15.77,3.30,14198478,13701115,3.63
1506,正道,2026-03,twse,電機機械,98012,96478,96330,1.58,1.74,290125,251614,15.30
1513,中興電,2026-03,twse,電機機械,2477893,1879058,2363392,31.86,4.84,6490639,6447658,0.66
1514,亞力,2026-03,twse,電機機械,795495,778370,769323,2.20,3.40,2539752,2020928,25.67
1515,力山,2026-03,twse,電機機械,311608,288446,439032,8.02,-29.02,1050350,1014493,3.53
1517,利奇,2026-03,twse,電機機械,159825,94467,208301,69.18,-23.27,435444,550262,-20.86
1519,華城,2026-03,twse,電機機械,2036539,1363202,1969871,49.39,3.38,4756515,4421261,7.58
1526,日馳,2026-03,twse,電機機械,66644,40240,70882,65.61,-5.97,161967,200582,-19.25
1527,鑽全,2026-03,twse,電機機械,243765,145143,254845,67.94,-4.34,629386,816060,-22.87
1528,恩德,2026-03,twse,電機機械,277042,209702,211641,32.11,30.90,712104,571401,24.62
1529,樂事綠能,2026-03,twse,電機機械,33030,58630,106410,-43.66,-68.95,248511,266543,-6.76
1530,亞崴,2026-03,twse,電機機械,172667,130895,173725,31.91,-0.60,444813,552359,-19.47
1531,高林股,2026-03,twse,電機機械,127592,102687,160176,24.25,-20.34,347486,410520,-15.35
1532,勤美,2026-03,twse,電機機械,1237316,973567,1084321,27.09,14.10,3292951,2990065,10.12
1535,中宇,2026-03,twse,電機機械,799835,772725,855310,3.50,-6.48,2203311,2469799,-10.78
1537,廣隆,2026-03,twse,電機機械,548412,546743,598654,0.30,-8.39,1713831,1750132,-2.07
1538,正峰,2026-03,twse,電機機械,3994,2160,10092,84.90,-60.42,10760,30620,-64.85
1539,巨庭,2026-03,twse,電機機械,65670,84208,116572,-22.01,-43.66,241975,356799,-32.18
1540,喬福,2026-03,twse,電機機械,28359,21574,47758,31.44,-40.61,86231,129829,-33.58
1541,錩泰,2026-03,twse,電機機械,159545,191159,337239,-16.53,-52.69,598810,847635,-29.35
1558,伸興,2026-03,twse,電機機械,699348,506940,659913,37.95,5.97,1926175,2044322,-5.77
1560,中砂,2026-03,twse,電機機械,789165,751193,601745,5.05,31.14,2293276,1771630,29.44
1583,程泰,2026-03,twse,電機機械,414405,205899,287153,101.26,44.31,932415,863760,7.94
1597,直得,2026-03,twse,電機機械,120499,106281,86976,13.37,38.54,334402,253359,31.98
2049,上銀,2026-03,twse,電機機械,2357195,1872071,2007897,25.91,17.39,6379288,5838780,9.25
2371,大同,2026-03,twse,電機機械,4261004,2982824,3944554,42.85,8.02,11487899,10544961,8.94
3167,大量,2026-03,twse,電機機械,773478,571184,313349,35.41,146.84,1946206,843436,130.74
4526,東台,2026-03,twse,電機機械,457427,260616,693718,75.51,-34.06,1075681,1520148,-29.23
4532,瑞智,2026-03,twse,電機機械,2287991,1789302,2367041,27.87,-3.33,6041396,6626688,-8.83
4540,全球傳動,2026-03,twse,電機機械,346896,172266,198168,101.37,75.05,788261,471680,67.11
4555,氣立,2026-03,twse,電機機械,134206,127706,142103,5.08,-5.55,405227,378214,7.14
4562,穎漢,2026-03,twse,電機機械,72816,33043,68645,120.36,6.07,176779,193079,-8.44
4564,元翎,2026-03,twse,電機機械,46462,64292,92143,-27.73,-49.57,193642,307896,-37.10
4566,時碩工業,2026-03,twse,電機機械,466952,379804,414675,22.94,12.60,1354549,1252349,8.16
4572,駐龍,2026-03,twse,電機機械,64032,62395,58426,2.62,9.59,182818,171889,6.35
4576,大銀微系統,2026-03,twse,電機機械,321496,255227,215041,25.96,49.50,855044,587785,45.46
4583,台灣精銳,2026-03,twse,電機機械,312129,249327,299100,25.18,4.35,858339,811862,5.72
4590,富田-創,2026-03,twse,電機機械,107606,80678,142929,33.37,-24.71,267545,360657,-25.81
6606,建德工業,2026-03,twse,電機機械,89892,32821,73038,173.88,23.07,191808,172654,11.09
7750,新代,2026-03,twse,電機機械,2246412,941778,1511590,138.52,48.61,4864503,3254985,49.44
8222,寶一,2026-03,twse,電機機械,90376,63005,100553,43.44,-10.12,234428,253356,-7.47
8374,羅昇,2026-03,twse,電機機械,553636,343505,385434,61.17,43.63,1374746,1070908,28.37
8996,高力,2026-03,twse,電機機械,1273121,933818,416941,36.33,205.34,3422971,1013867,237.61
1603,華電,2026-03,twse,電器電纜,537166,303060,546848,77.24,-1.77,1304277,1425652,-8.51
1604,聲寶,2026-03,twse,電器電纜,781256,631054,782851,23.80,-0.20,2372906,2460993,-3.57
1605,華新,2026-03,twse,電器電纜,15722642,11867190,15337828,32.48,2.50,41058266,44876069,-8.50
1608,華榮,2026-03,twse,電器電纜,1288123,983547,1129386,30.96,14.05,3453119,2824877,22.23
1609,大亞,2026-03,twse,電器電纜,3088815,2284297,2574614,35.21,19.97,8392871,7138097,17.57
1611,中電,2026-03,twse,電器電纜,91782,65325,98503,40.50,-6.82,252419,283314,-10.90
1612,宏泰,2026-03,twse,電器電纜,715343,473965,674482,50.92,6.05,1919326,1789065,7.28
1614,三洋電,2026-03,twse,電器電纜,381336,419514,444449,-9.10,-14.20,1262257,1391386,-9.28
1615,大山,2026-03,twse,電器電纜,690228,238215,630869,189.75,9.40,1317763,1514664,-12.99
1616,億泰,2026-03,twse,電器電纜,411020,314402,430164,30.73,-4.45,1302893,1199691,8.60
1617,榮星,2026-03,twse,電器電纜,402765,187172,276875,115.18,45.46,911155,769547,18.40
1618,合機,2026-03,twse,電器電纜,354943,107573,543581,229.95,-34.70,1166170,1087730,7.21
1623,大東電,2026-03,twse,電器電纜,646394,602009,599214,7.37,7.87,1862336,1656575,12.42
4930,燦星網,2026-03,twse,電器電纜,383912,352891,584024,8.79,-34.26,1399643,1742365,-19.66
5283,禾聯碩,2026-03,twse,電器電纜,557458,274334,565493,103.20,-1.42,1223404,1266004,-3.36
1708,東鹼,2026-03,twse,化學工業,567965,433100,539073,31.13,5.35,1553624,1518516,2.31
1709,和益,2026-03,twse,化學工業,915765,640347,895778,43.01,2.23,2423512,2622512,-7.58
1710,東聯,2026-03,twse,化學工業,2229814,1319865,2144414,68.94,3.98,5345825,6133399,-12.84
1711,永光,2026-03,twse,化學工業,837200,483949,653281,72.99,28.15,2045450,1940988,5.38
1712,興農,2026-03,twse,化學工業,1874988,1391427,1739519,34.75,7.78,4795226,4898482,-2.10
1713,國化,2026-03,twse,化學工業,53239,28549,43177,86.48,23.30,112434,108859,3.28
1714,和桐,2026-03,twse,化學工業,2799580,1848648,1958430,51.43,42.95,7280034,5234049,39.08
1717,長興,2026-03,twse,化學工業,3917069,2436388,3717051,60.77,5.38,10243036,10060654,1.81
1718,中纖,2026-03,twse,化學工業,3161766,3618337,4070040,-12.61,-22.31,11422137,11631098,-1.79
1721,國慶科技,2026-03,twse,化學工業,139148,103657,180455,34.23,-22.89,393220,504910,-22.12
1722,台肥,2026-03,twse,化學工業,1373996,960267,1155725,43.08,18.88,3749593,3331515,12.54
1723,中碳,2026-03,twse,化學工業,528456,414132,464347,27.60,13.80,1277807,1691790,-24.47
1725,元禎,2026-03,twse,化學工業,957345,487626,780056,96.32,22.72,2199773,2132785,3.14
1726,永記,2026-03,twse,化學工業,1037376,647835,900923,60.12,15.14,2660371,2544275,4.56
1727,中華化,2026-03,twse,化學工業,231340,169192,151002,36.73,53.20,519337,451831,14.94
1730,花仙子,2026-03,twse,化學工業,177226,164991,185955,7.41,-4.69,651549,666761,-2.28
1732,毛寶,2026-03,twse,化學工業,59677,48194,49278,23.82,21.10,170339,159345,6.89
1735,日勝化,2026-03,twse,化學工業,262636,114072,235854,130.23,11.35,599713,626263,-4.23
1773,勝一,2026-03,twse,化學工業,1122280,902811,958058,24.30,17.14,3044317,2753203,10.57
1776,展宇,2026-03,twse,化學工業,128484,55652,109112,130.87,17.75,275319,277262,-0.70
4720,德淵,2026-03,twse,化學工業,383561,190930,306458,100.89,25.15,943906,917927,2.83
4722,國精化,2026-03,twse,化學工業,315780,228239,353815,38.35,-10.74,887234,916814,-3.22
4739,康普,2026-03,twse,化學工業,814732,667186,400126,22.11,103.61,2370728,1053648,125.00
4755,三福化,2026-03,twse,化學工業,386829,332099,416458,16.48,-7.11,1140078,1161310,-1.82
4764,雙鍵,2026-03,twse,化學工業,334625,233067,222686,43.57,50.26,822846,660066,24.66
4766,南寶,2026-03,twse,化學工業,2392704,1478450,2038604,61.83,17.36,5836439,5554475,5.07
4770,上品,2026-03,twse,化學工業,486888,207263,424093,134.91,14.80,1058605,965850,9.60
1707,葡萄王,2026-03,twse,生技醫療業,857687,625771,921840,37.06,-6.95,2277961,2252295,1.13
1720,生達,2026-03,twse,生技醫療業,570224,466104,554694,22.33,2.79,1651192,1639956,0.68
1731,美吾華,2026-03,twse,生技醫療業,137382,127716,119360,7.56,15.09,452346,422336,7.10
1733,五鼎,2026-03,twse,生技醫療業,141377,178279,186373,-20.69,-24.14,519723,558753,-6.98
1734,杏輝,2026-03,twse,生技醫療業,317169,196311,301844,61.56,5.07,826236,805722,2.54
1752,南光,2026-03,twse,生技醫療業,161779,156007,188564,3.69,-14.20,529627,579475,-8.60
1760,寶齡富錦,2026-03,twse,生技醫療業,149829,232671,127920,-35.60,17.12,519291,481532,7.84
1762,中化生,2026-03,twse,生技醫療業,131435,102881,62932,27.75,108.85,361225,192952,87.20
1783,和康生,2026-03,twse,生技醫療業,69939,47965,69897,45.81,0.06,190868,177179,7.72
1786,科妍,2026-03,twse,生技醫療業,74827,55099,74236,35.80,0.79,205322,204335,0.48
1789,神隆,2026-03,twse,生技醫療業,325247,207454,314578,56.78,3.39,659708,686365,-3.88
1795,美時,2026-03,twse,生技醫療業,4354277,2238173,1591727,94.54,173.55,8644409,4729784,82.76
3164,景岳,2026-03,twse,生技醫療業,38270,16413,43777,133.16,-12.57,89170,99452,-10.33
3705,永信,2026-03,twse,生技醫療業,620239,523507,813034,18.47,-23.71,1840865,2179486,-15.53
3716,中化控股,2026-03,twse,生技醫療業,727740,621628,726875,17.07,0.11,2229597,2252989,-1.03
4104,佳醫,2026-03,twse,生技醫療業,841634,695983,731508,20.92,15.05,2342937,2147878,9.08
4106,雃博,2026-03,twse,生技醫療業,207901,188302,194383,10.40,6.95,583212,556274,4.84
4108,懷特,2026-03,twse,生技醫療業,9859,9223,12546,6.89,-21.41,34517,30539,13.02
4119,旭富,2026-03,twse,生技醫療業,127606,118509,168756,7.67,-24.38,375798,360292,4.30
4133,亞諾法,2026-03,twse,生技醫療業,34395,27814,35878,23.66,-4.13,87906,90498,-2.86
4142,國光生,2026-03,twse,生技醫療業,65485,5849,2973,1019.59,2102.65,82316,72104,14.16
4155,訊映,2026-03,twse,生技醫療業,146216,105941,163176,38.01,-10.39,383644,413480,-7.21
4164,承業醫,2026-03,twse,生技醫療業,577067,268691,558315,114.76,3.35,1160489,1004800,15.49
4169,泰宗,2026-03,twse,生技醫療業,61779,45848,56624,34.74,9.10,172891,155293,11.33
4195,基米-創,2026-03,twse,生技醫療業,71643,37338,54748,91.87,30.85,151794,121767,24.65
4736,泰博,2026-03,twse,生技醫療業,444129,262114,298666,69.44,48.70,1074404,976788,9.99
4737,華廣,2026-03,twse,生技醫療業,167488,110554,159902,51.49,4.74,405264,481441,-15.82
4746,台耀,2026-03,twse,生技醫療業,455951,232724,484948,95.91,-5.97,1064006,1143721,-6.96
4771,望隼,2026-03,twse,生技醫療業,348088,314685,294579,10.61,18.16,1030727,810535,27.16
6446,藥華藥,2026-03,twse,生技醫療業,1940196,1600454,1180523,21.22,64.35,5121378,3257306,57.22
6472,保瑞,2026-03,twse,生技醫療業,1527969,1326086,1437664,15.22,6.28,3996031,4801453,-16.77
6491,晶碩,2026-03,twse,生技醫療業,669212,556931,566231,20.16,18.18,1885667,1593499,18.33
6534,正瀚-創,2026-03,twse,生技醫療業,377331,272876,368254,38.27,2.46,869503,853655,1.85
6589,台康生技,2026-03,twse,生技醫療業,114712,84957,89468,35.02,28.21,308435,181923,69.54
6645,金萬林-創,2026-03,twse,生技醫療業,42611,35863,37091,18.81,14.88,123598,102338,20.77
6657,華安,2026-03,twse,生技醫療業,730,270,486,170.37,50.20,1391,1213,14.67
6782,視陽,2026-03,twse,生技醫療業,473778,378591,357940,25.14,32.36,1228813,948407,29.56
6794,向榮生技,2026-03,twse,生技醫療業,1869,2630,5557,-28.93,-66.36,6278,9846,-36.23
6796,晉弘,2026-03,twse,生技醫療業,60345,44509,55468,35.57,8.79,147416,133656,10.29
6838,台新藥,2026-03,twse,生技醫療業,44113,1308,0,3272.55,,45422,594,7546.80
6861,睿生光電,2026-03,twse,生技醫療業,274318,260053,179750,5.48,52.61,791041,536767,47.37
6885,全福生技,2026-03,twse,生技醫療業,1204,632,33,90.50,3548.48,2823,100,2723.00
6918,愛派司,2026-03,twse,生技醫療業,73755,74229,63482,-0.63,16.18,219385,196387,11.71
6919,康霈*,2026-03,twse,生技醫療業,2,0,0,,,2,0,
6931,青松健康,2026-03,twse,生技醫療業,109802,89639,89824,22.49,22.24,304626,258048,18.05
6934,心誠鎂,2026-03,twse,生技醫療業,3626,18,7724,20044.44,-53.05,3685,8278,-55.48
6936,永鴻生技,2026-03,twse,生技醫療業,132278,92334,114328,43.26,15.70,368422,340756,8.11
6949,沛爾生醫*-創,2026-03,twse,生技醫療業,2454,1971,1406,24.50,74.53,6382,11768,-45.76
6955,邦睿生技-創,2026-03,twse,生技醫療業,31098,26906,25867,15.58,20.22,84385,71027,18.80
7799,禾榮科,2026-03,twse,生技醫療業,1029,190,229,441.57,349.34,2885,229,1159.82
7803,雲象科技-創,2026-03,twse,生技醫療業,8454,731,11146,1056.49,-24.15,10800,11603,-6.92
1802,台玻,2026-03,twse,玻璃陶瓷,4138404,2437371,3556562,69.78,16.35,10243816,9634159,6.32
1806,冠軍,2026-03,twse,玻璃陶瓷,254553,121149,305354,110.11,-16.63,663911,858093,-22.62
1809,中釉,2026-03,twse,玻璃陶瓷,189863,170713,222712,11.21,-14.74,592290,575677,2.88
1810,和成,2026-03,twse,玻璃陶瓷,365439,279541,415141,30.72,-11.97,1032471,1123544,-8.10
1817,凱撒衛,2026-03,twse,玻璃陶瓷,227749,128269,256062,77.55,-11.05,611528,616813,-0.85
1903,士紙,2026-03,twse,造紙工業,13935,12133,12859,14.85,8.36,39189,40080,-2.22
1904,正隆,2026-03,twse,造紙工業,4148502,2588594,3759667,60.26,10.34,10422205,10284217,1.34
1905,華紙,2026-03,twse,造紙工業,1837262,1010573,1761797,81.80,4.28,4394312,4829805,-9.01
1906,寶隆,2026-03,twse,造紙工業,357786,184616,238411,93.80,50.07,824072,809068,1.85
1907,永豐餘,2026-03,twse,造紙工業,7031644,4422516,6686241,58.99,5.16,17964361,18068362,-0.57
1909,榮成,2026-03,twse,造紙工業,4144858,2457466,4059947,68.66,2.09,10759213,10232834,5.14
6790,永豐實,2026-03,twse,造紙工業,951762,753496,975380,26.31,-2.42,2624085,2695258,-2.64
2002,中鋼,2026-03,twse,鋼鐵工業,28622383,24520577,29296391,16.72,-2.30,79161889,83170223,-4.81
2006,東和鋼鐵,2026-03,twse,鋼鐵工業,5359720,3280507,5382681,63.38,-0.42,13612432,14518709,-6.24
2007,燁興,2026-03,twse,鋼鐵工業,369466,270393,520546,36.64,-29.02,1050591,1601878,-34.41
2008,高興昌,2026-03,twse,鋼鐵工業,129339,100397,184732,28.82,-29.98,349981,457916,-23.57
2009,第一銅,2026-03,twse,鋼鐵工業,271253,267118,262096,1.54,3.49,799069,616661,29.57
2010,春源,2026-03,twse,鋼鐵工業,2377195,1937614,2052836,22.68,15.80,6428980,5592564,14.95
2012,春雨,2026-03,twse,鋼鐵工業,592460,506384,673517,16.99,-12.03,1781377,2081230,-14.40
2013,中鋼構,2026-03,twse,鋼鐵工業,1480588,1441381,1713193,2.72,-13.57,4623919,5171702,-10.59
2014,中鴻,2026-03,twse,鋼鐵工業,1681022,1399718,2233729,20.09,-24.74,4514131,5760132,-21.63
2015,豐興,2026-03,twse,鋼鐵工業,2646353,1388627,2944477,90.57,-10.12,6404574,7456433,-14.10
2017,官田鋼,2026-03,twse,鋼鐵工業,223070,216832,268146,2.87,-16.81,670131,731720,-8.41
2020,美亞,2026-03,twse,鋼鐵工業,352254,231956,423210,51.86,-16.76,1019073,1090617,-6.55
2022,聚亨,2026-03,twse,鋼鐵工業,1239005,1064207,812477,16.42,52.49,3466976,2192001,58.16
2023,燁輝,2026-03,twse,鋼鐵工業,6178135,4381951,6752249,40.99,-8.50,16314318,18547430,-12.04
2024,志聯,2026-03,twse,鋼鐵工業,96273,51883,94047,85.55,2.36,233432,253730,-7.99
2025,千興,2026-03,twse,鋼鐵工業,162182,51210,71370,216.69,127.24,378787,192726,96.54
2027,大成鋼,2026-03,twse,鋼鐵工業,11376755,9975843,9092719,14.04,25.11,31217166,26095906,19.62
2028,威致,2026-03,twse,鋼鐵工業,997107,484047,861024,105.99,15.80,2350264,2199149,6.87
2029,盛餘,2026-03,twse,鋼鐵工業,1247752,832620,1343529,49.85,-7.12,3111785,3798303,-18.07
2030,彰源,2026-03,twse,鋼鐵工業,983657,763494,1015781,28.83,-3.16,2637279,2674164,-1.37
2031,新光鋼,2026-03,twse,鋼鐵工業,1786298,1208738,1780383,47.78,0.33,4589073,5040841,-8.96
2032,新鋼,2026-03,twse,鋼鐵工業,305186,191792,293086,59.12,4.12,783716,768086,2.03
2033,佳大,2026-03,twse,鋼鐵工業,67672,37297,55226,81.44,22.53,175518,180054,-2.51
2034,允強,2026-03,twse,鋼鐵工業,1113865,759842,1112380,46.59,0.13,2833548,3632787,-22.00
2038,海光,2026-03,twse,鋼鐵工業,779684,372092,873875,109.54,-10.77,1937498,2519694,-23.10
2069,運錩,2026-03,twse,鋼鐵工業,881050,703110,1009522,25.30,-12.72,2302863,2673077,-13.84
2211,長榮鋼,2026-03,twse,鋼鐵工業,1333276,995067,1152426,33.98,15.69,3331378,3882271,-14.18
3004,豐達科,2026-03,twse,鋼鐵工業,452769,361844,345169,25.12,31.17,1204086,935854,28.66
5007,三星,2026-03,twse,鋼鐵工業,558555,454819,601034,22.80,-7.06,1526900,1711822,-10.80
9958,世紀鋼,2026-03,twse,鋼鐵工業,1581026,1551164,1277561,1.92,23.75,4568350,3916914,16.63
