date,stock_id,close,yield_pct,dividend_year,per,pbr,fs_quarter
2015-01-05,2454,,3.25,,16.19,3.13,
2015-01-06,2454,,3.28,,16.05,3.10,
2015-01-07,2454,,3.08,,17.05,3.30,
2015-01-08,2454,,3.09,,16.99,3.29,
2015-01-09,2454,,3.07,,17.10,3.31,
2015-01-12,2454,,3.07,,17.10,3.31,
2015-01-13,2454,,3.11,,16.92,3.27,
2015-01-14,2454,,3.07,,17.10,3.31,
2015-01-15,2454,,3.09,,17.03,3.29,
2015-01-16,2454,,3.15,,16.66,3.22,
2015-01-19,2454,,3.08,,17.06,3.30,
2015-01-20,2454,,3.06,,17.17,3.32,
2015-01-21,2454,,3.04,,17.29,3.34,
2015-01-22,2454,,3.03,,17.36,3.36,
2015-01-23,2454,,3.03,,17.33,3.35,
2015-01-26,2454,,2.98,,17.66,3.41,
2015-01-27,2454,,2.99,,17.59,3.40,
2015-01-28,2454,,2.99,,17.59,3.40,
2015-01-29,2454,,3.02,,17.43,3.37,
2015-01-30,2454,,3.11,,16.92,3.27,
2015-02-02,2454,,3.11,,16.91,3.27,
2015-02-03,2454,,3.09,,16.99,3.29,
2015-02-04,2454,,3.09,,16.99,3.29,
2015-02-05,2454,,3.09,,16.99,3.29,
2015-02-06,2454,,3.13,,16.78,3.24,
2015-02-09,2454,,3.07,,17.10,3.31,
2015-02-10,2454,,3.30,,15.91,3.08,
2015-02-11,2454,,3.30,,15.91,3.08,
2015-02-12,2454,,3.28,,16.05,3.10,
2015-02-13,2454,,3.27,,16.08,3.11,
2015-02-24,2454,,3.19,,16.47,3.18,
2015-02-25,2454,,3.17,,16.59,3.21,
2015-02-26,2454,,3.17,,16.57,3.20,
2015-03-02,2454,,3.14,,16.71,3.23,
2015-03-03,2454,,3.13,,16.77,3.24,
2015-03-04,2454,,3.15,,16.66,3.22,
2015-03-05,2454,,3.15,,16.66,3.22,
2015-03-06,2454,,3.19,,16.49,3.19,
2015-03-09,2454,,3.26,,16.12,3.12,
2015-03-10,2454,,3.26,,16.12,3.12,
2015-03-11,2454,,3.31,,15.89,3.07,
2015-03-12,2454,,3.31,,15.89,3.07,
2015-03-13,2454,,3.35,,15.70,3.03,
2015-03-16,2454,,3.47,,15.14,2.93,
2015-03-17,2454,,3.49,,15.07,2.91,
2015-03-18,2454,,3.44,,15.26,2.95,
2015-03-19,2454,,3.46,,15.21,2.94,
2015-03-20,2454,,3.44,,15.28,2.95,
2015-03-23,2454,,3.42,,15.36,2.97,
2015-03-24,2454,,3.36,,15.63,3.02,
2015-03-25,2454,,3.39,,15.52,3.00,
2015-03-26,2454,,3.41,,15.42,2.98,
2015-03-27,2454,,3.58,,14.68,2.84,
2015-03-30,2454,,3.59,,14.65,2.83,
2015-03-31,2454,,3.54,,14.84,2.68,
2015-04-01,2454,,3.58,,14.14,2.65,
2015-04-02,2454,,3.64,,13.89,2.61,
2015-04-07,2454,,3.56,,14.19,2.66,
2015-04-08,2454,,3.56,,14.19,2.66,
2015-04-09,2454,,3.55,,14.22,2.67,
2015-04-10,2454,,3.56,,14.21,2.67,
2015-04-13,2454,,3.58,,14.14,2.65,
2015-04-14,2454,,3.61,,13.99,2.63,
2015-04-15,2454,,3.76,,13.43,2.52,
2015-04-16,2454,,3.67,,13.78,2.59,
2015-04-17,2454,,3.74,,13.52,2.54,
