date,stock_id,close,yield_pct,dividend_year,per,pbr,fs_quarter
2015-01-05,3045,,5.38,,18.06,5.17,
2015-01-06,3045,,5.52,,17.62,5.05,
2015-01-07,3045,,5.57,,17.45,5.00,
2015-01-08,3045,,5.36,,18.14,5.20,
2015-01-09,3045,,5.31,,18.32,5.25,
2015-01-12,3045,,5.19,,18.75,5.37,
2015-01-13,3045,,5.07,,19.18,5.49,
2015-01-14,3045,,5.19,,18.75,5.37,
2015-01-15,3045,,5.31,,18.32,5.25,
2015-01-16,3045,,5.19,,18.75,5.37,
2015-01-19,3045,,5.19,,18.75,5.37,
2015-01-20,3045,,5.28,,18.40,5.27,
2015-01-21,3045,,5.19,,18.75,5.37,
2015-01-22,3045,,5.19,,18.75,5.37,
2015-01-23,3045,,5.19,,18.75,5.37,
2015-01-26,3045,,5.19,,18.75,5.37,
2015-01-27,3045,,5.19,,18.75,5.37,
2015-01-28,3045,,5.16,,18.84,5.40,
2015-01-29,3045,,5.21,,18.66,5.35,
2015-01-30,3045,,5.38,,18.06,4.70,
2015-02-02,3045,,5.28,,19.24,4.79,
2015-02-03,3045,,5.36,,18.97,4.72,
2015-02-04,3045,,5.33,,19.06,4.74,
2015-02-05,3045,,5.26,,19.33,4.81,
2015-02-06,3045,,5.23,,19.42,4.83,
2015-02-09,3045,,5.23,,19.42,4.83,
2015-02-10,3045,,5.23,,19.42,4.83,
2015-02-11,3045,,5.21,,19.51,4.86,
2015-02-12,3045,,5.23,,19.42,4.83,
2015-02-13,3045,,5.21,,19.51,4.86,
2015-02-24,3045,,5.14,,19.78,4.92,
2015-02-25,3045,,5.07,,20.05,4.99,
2015-02-26,3045,,5.21,,19.51,4.86,
2015-03-02,3045,,5.09,,19.96,4.97,
2015-03-03,3045,,5.09,,19.96,4.97,
2015-03-04,3045,,5.14,,19.78,4.92,
2015-03-05,3045,,5.16,,19.69,4.90,
2015-03-06,3045,,5.19,,19.60,4.88,
2015-03-09,3045,,5.28,,19.24,4.79,
2015-03-10,3045,,5.16,,19.69,4.90,
2015-03-11,3045,,5.16,,19.69,4.90,
2015-03-12,3045,,5.16,,19.69,4.90,
2015-03-13,3045,,5.09,,19.96,4.97,
2015-03-16,3045,,5.19,,19.60,4.88,
2015-03-17,3045,,5.11,,19.87,4.95,
2015-03-18,3045,,5.16,,19.69,4.90,
2015-03-19,3045,,5.11,,19.87,4.95,
2015-03-20,3045,,5.02,,20.24,5.04,
2015-03-23,3045,,5.07,,20.05,4.99,
2015-03-24,3045,,5.05,,20.15,5.01,
2015-03-25,3045,,5.07,,20.05,4.99,
2015-03-26,3045,,5.09,,19.96,4.97,
2015-03-27,3045,,5.09,,19.96,4.97,
2015-03-30,3045,,5.09,,19.96,4.97,
2015-03-31,3045,,5.11,,19.87,4.95,
2015-04-01,3045,,5.14,,19.78,4.92,
2015-04-02,3045,,5.05,,20.15,5.01,
2015-04-07,3045,,5.09,,19.96,4.97,
2015-04-08,3045,,5.19,,19.60,4.88,
2015-04-09,3045,,5.07,,20.05,4.99,
2015-04-10,3045,,5.19,,19.60,4.88,
2015-04-13,3045,,5.07,,20.05,4.99,
2015-04-14,3045,,5.14,,19.78,4.92,
2015-04-15,3045,,5.36,,18.97,4.72,
2015-04-16,3045,,5.38,,18.87,4.70,
2015-04-17,3045,,5.41,,18.78,4.67,
2015-04-20,3045,,5.41,,18.78,4.67,
2015-04-21,3045,,5.28,,19.24,4.79,
2015-04-22,3045,,5.26,,19.33,4.81,
2015-04-23,3045,,5.19,,19.60,4.88,
2015-04-24,3045,,5.11,,19.87,4.95,
2015-04-27,3045,,5.11,,19.87,4.95,
2015-04-28,3045,,5.14,,19.78,4.92,
2015-04-29,3045,,5.16,,19.69,4.90,
2015-04-30,3045,,5.19,,19.60,4.88,
2015-05-04,3045,,5.16,,19.69,4.63,
2015-05-05,3045,,5.19,,19.96,4.61,
2015-05-06,3045,,5.14,,20.15,4.65,
2015-05-07,3045,,5.11,,20.24,4.67,
2015-05-08,3045,,5.16,,20.06,4.63,
2015-05-11,3045,,5.11,,20.24,4.67,
2015-05-12,3045,,5.19,,19.96,4.61,
2015-05-13,3045,,5.26,,19.69,4.55,
2015-05-14,3045,,5.21,,19.87,4.59,
2015-05-15,3045,,5.28,,19.59,4.52,
2015-05-18,3045,,5.23,,19.78,4.57,
2015-05-19,3045,,5.16,,20.06,4.63,
2015-05-20,3045,,5.16,,20.06,4.63,
2015-05-21,3045,,5.28,,19.59,4.52,
2015-05-22,3045,,5.26,,19.69,4.55,
2015-05-25,3045,,5.21,,19.87,4.59,
2015-05-26,3045,,5.23,,19.78,4.57,
2015-05-27,3045,,5.21,,19.87,4.59,
2015-05-28,3045,,5.28,,19.59,4.52,
2015-05-29,3045,,5.19,,19.96,4.61,
2015-06-01,3045,,5.28,,19.59,4.52,
2015-06-02,3045,,5.33,,19.41,4.48,
2015-06-03,3045,,5.31,,19.50,4.50,
2015-06-04,3045,,5.38,,19.22,4.44,
2015-06-05,3045,,5.41,,19.13,4.42,
2015-06-08,3045,,5.33,,19.41,4.48,
