date,stock_id,close,yield_pct,dividend_year,per,pbr,fs_quarter
2015-01-05,2395,,2.66,,31.53,7.25,
2015-01-06,2395,,2.78,,30.19,6.94,
2015-01-07,2395,,2.80,,29.99,6.90,
2015-01-08,2395,,2.73,,30.79,7.08,
2015-01-09,2395,,2.74,,30.66,7.05,
2015-01-12,2395,,2.73,,30.79,7.08,
2015-01-13,2395,,2.69,,31.19,7.17,
2015-01-14,2395,,2.63,,31.86,7.33,
2015-01-15,2395,,2.69,,31.26,7.19,
2015-01-16,2395,,2.71,,30.99,7.13,
2015-01-19,2395,,2.69,,31.26,7.19,
2015-01-20,2395,,2.67,,31.46,7.24,
2015-01-21,2395,,2.67,,31.46,7.24,
2015-01-22,2395,,2.66,,31.59,7.27,
2015-01-23,2395,,2.66,,31.59,7.27,
2015-01-26,2395,,2.64,,31.79,7.31,
2015-01-27,2395,,2.60,,32.26,7.42,
2015-01-28,2395,,2.58,,32.53,7.48,
2015-01-29,2395,,2.62,,31.99,7.36,
2015-01-30,2395,,2.63,,31.86,7.33,
2015-02-02,2395,,2.60,,32.26,7.42,
2015-02-03,2395,,2.58,,32.53,7.48,
2015-02-04,2395,,2.58,,32.53,7.48,
2015-02-05,2395,,2.54,,33.00,7.59,
2015-02-06,2395,,2.58,,32.53,7.48,
2015-02-09,2395,,2.55,,32.93,7.57,
2015-02-10,2395,,2.59,,32.46,7.47,
2015-02-11,2395,,2.61,,32.20,7.40,
2015-02-12,2395,,2.60,,32.26,7.42,
2015-02-13,2395,,2.61,,32.20,7.40,
2015-02-24,2395,,2.55,,32.93,7.57,
2015-02-25,2395,,2.56,,32.80,7.54,
2015-02-26,2395,,2.61,,32.13,7.39,
2015-03-02,2395,,2.57,,32.66,7.51,
2015-03-03,2395,,2.56,,32.80,7.54,
2015-03-04,2395,,2.47,,34.00,7.82,
2015-03-05,2395,,2.47,,33.94,7.80,
2015-03-06,2395,,2.42,,34.67,7.97,
2015-03-09,2395,,2.46,,34.07,7.84,
2015-03-10,2395,,2.48,,33.80,7.77,
2015-03-11,2395,,2.53,,33.20,7.64,
2015-03-12,2395,,2.53,,33.13,7.62,
2015-03-13,2395,,2.51,,33.47,7.70,
2015-03-16,2395,,2.50,,33.60,7.73,
2015-03-17,2395,,2.45,,34.27,7.88,
2015-03-18,2395,,2.40,,35.01,8.05,
2015-03-19,2395,,2.36,,35.54,8.17,
2015-03-20,2395,,2.35,,35.68,8.21,
