date,stock_id,foreign,trust,dealer,total
2016-10-07,00672L,1134000,0,2510000,3644000
2016-10-11,00672L,-198000,0,-151000,-349000
2016-10-12,00672L,-210000,0,-175000,-385000
2016-10-13,00672L,-638000,0,-526000,-1164000
2016-10-14,00672L,148000,0,607000,755000
2016-10-17,00672L,-46000,0,-871000,-917000
2016-10-18,00672L,0,0,-951000,-951000
2016-10-19,00672L,0,0,-562000,-562000
2016-10-20,00672L,0,0,1481000,1481000
2016-10-21,00672L,-160000,0,-8091000,-8251000
2016-10-24,00672L,18000,0,291000,309000
2016-10-25,00672L,-28000,0,-1256000,-1284000
2016-10-26,00672L,-20000,0,-8527000,-8547000
2016-10-27,00672L,0,0,-1386000,-1386000
2016-10-28,00672L,0,0,2660000,2660000
2016-10-31,00672L,0,0,-5849000,-5849000
2016-11-01,00672L,0,0,-10158000,-10158000
2016-11-02,00672L,0,0,-7982000,-7982000
2016-11-03,00672L,4000,0,-10427000,-10423000
2016-11-04,00672L,5000,0,-13088000,-13083000
2016-11-07,00672L,-98000,0,-15273000,-15371000
2016-11-08,00672L,-44000,0,-10101000,-10145000
2016-11-09,00672L,-1971000,0,-15997000,-17968000
2016-11-10,00672L,-310000,0,5680000,5370000
2016-11-11,00672L,-66000,0,-6375000,-6441000
2016-11-14,00672L,-404000,0,-17748000,-18152000
2016-11-15,00672L,431000,0,-852000,-421000
2016-11-16,00672L,2355000,0,8849000,11204000
2016-11-17,00672L,-471000,0,-6706000,-7177000
2016-11-18,00672L,-595000,0,-6574000,-7169000
2016-11-21,00672L,861000,0,8950000,9811000
2016-11-22,00672L,988000,0,13678000,14666000
2016-11-23,00672L,-208000,0,-5194000,-5402000
2016-11-24,00672L,-553000,0,170000,-383000
2016-11-25,00672L,-63000,0,4076000,4013000
2016-11-28,00672L,-1547000,0,-26178000,-27725000
2016-11-29,00672L,4154000,0,12894000,17048000
2016-11-30,00672L,-4757000,0,-31203000,-35960000
2016-12-01,00672L,28603000,0,35723000,64326000
2016-12-02,00672L,775000,0,18868000,19643000
2016-12-05,00672L,19000,0,10667000,10686000
2016-12-06,00672L,0,0,2178000,2178000
2016-12-07,00672L,0,0,2269000,2269000
2016-12-08,00672L,-1479000,0,-7865000,-9344000
2016-12-09,00672L,-183000,0,4524000,4341000
2016-12-12,00672L,109000,0,4712000,4821000
2016-12-13,00672L,-1889000,0,-2767000,-4656000
2016-12-14,00672L,-999000,0,-2822000,-3821000
2016-12-15,00672L,-2374000,0,-12398000,-14772000
2016-12-16,00672L,-95000,0,-2847000,-2942000
2016-12-19,00672L,0,0,5000000,5000000
2016-12-20,00672L,-431000,0,894000,463000
2016-12-21,00672L,-90000,0,1742000,1652000
2016-12-22,00672L,-1047000,0,-6559000,-7606000
2016-12-23,00672L,-878000,0,294000,-584000
2016-12-26,00672L,-1360000,0,251000,-1109000
2016-12-27,00672L,5000,0,3164000,3169000
2016-12-28,00672L,-107000,0,5273000,5166000
2016-12-29,00672L,1000,0,2161000,2162000
2016-12-30,00672L,743000,0,2263000,3006000
2017-01-03,00672L,-60000,0,1191000,1131000
2017-01-04,00672L,-7609000,0,-12376000,-19985000
2017-01-05,00672L,-125000,0,1877000,1752000
2017-01-06,00672L,0,0,8190000,8190000
2017-01-09,00672L,7000,0,1802000,1809000
2017-01-10,00672L,-5588000,0,-24548000,-30136000
2017-01-11,00672L,-3204000,0,-18854000,-22058000
2017-01-12,00672L,3338000,0,6247000,9585000
2017-01-13,00672L,4581000,0,16318000,20899000
2017-01-16,00672L,-313000,0,-2106000,-2419000
2017-01-17,00672L,-2843000,0,-3705000,-6548000
2017-01-18,00672L,-80000,0,1120000,1040000
2017-01-19,00672L,-5808000,0,-19669000,-25477000
2017-01-20,00672L,-380000,0,-5411000,-5791000
2017-01-23,00672L,7147000,0,11933000,19080000
2017-01-24,00672L,188000,0,1764000,1952000
2017-02-02,00672L,1050000,0,11647000,12697000
2017-02-03,00672L,2420000,0,6401000,8821000
2017-02-06,00672L,726000,0,2833000,3559000
2017-02-07,00672L,-1846000,0,-7145000,-8991000
2017-02-08,00672L,-8479000,0,-29794000,-38273000
2017-02-09,00672L,3372000,0,6496000,9868000
2017-02-10,00672L,3215000,0,11635000,14850000
2017-02-13,00672L,5264000,0,15794000,21058000
2017-02-14,00672L,-3628000,0,-4045000,-7673000
2017-02-15,00672L,-1785000,0,-5374000,-7159000
2017-02-16,00672L,0,0,590000,590000
2017-02-17,00672L,0,0,4708000,4708000
2017-02-18,00672L,0,0,274000,274000
2017-02-20,00672L,54000,0,4172000,4226000
2017-02-21,00672L,31000,0,4921000,4952000
2017-02-22,00672L,4352000,0,11272000,15624000
2017-02-23,00672L,-1284000,0,-2532000,-3816000
2017-02-24,00672L,998000,0,6563000,7561000
2017-03-01,00672L,-48000,0,-968000,-1016000
2017-03-02,00672L,-2756000,0,-5964000,-8720000
2017-03-03,00672L,-3970000,0,-25090000,-29060000
2017-03-06,00672L,1258000,0,3158000,4416000
2017-03-07,00672L,222000,0,2142000,2364000
2017-03-08,00672L,-1313000,0,-6992000,-8305000
2017-03-09,00672L,-3718000,0,-21970000,-25688000
2017-03-10,00672L,-6381000,0,-28474000,-34855000
2017-03-13,00672L,-3539000,0,-21341000,-24880000
2017-03-14,00672L,-1183000,0,-7393000,-8576000
2017-03-15,00672L,-979000,0,-1056000,-2035000
2017-03-16,00672L,-458000,0,-2206000,-2664000
2017-03-17,00672L,-481000,0,-4490000,-4971000
2017-03-20,00672L,-445000,0,-4381000,-4826000
2017-03-21,00672L,446000,0,-1035000,-589000
2017-03-22,00672L,-1499000,0,-17648000,-19147000
2017-03-23,00672L,787000,0,-2673000,-1886000
2017-03-24,00672L,-364000,0,-13555000,-13919000
2017-03-27,00672L,731000,0,-3587000,-2856000
2017-03-28,00672L,782000,0,1689000,2471000
2017-03-29,00672L,2133000,0,1824000,3957000
2017-03-30,00672L,4019000,0,13612000,17631000
