date,stock_id,foreign,trust,dealer,total
2019-01-08,2887F,2910,0,0,2910
2019-01-09,2887F,-147205,0,0,-147205
2019-01-10,2887F,-236236,0,0,-236236
2019-01-11,2887F,-233000,0,0,-233000
2019-01-14,2887F,-105841,0,0,-105841
2019-01-15,2887F,0,0,-60000,-60000
2019-01-16,2887F,1137,0,-360000,-358863
2019-01-17,2887F,-40043,0,-168000,-208043
2019-01-18,2887F,0,0,-432000,-432000
2019-01-21,2887F,-8815,0,-275000,-283815
2019-01-22,2887F,0,0,-365000,-365000
2019-01-23,2887F,0,0,-500000,-500000
2019-01-29,2887F,719,0,0,719
2019-01-30,2887F,0,0,-200000,-200000
2019-02-11,2887F,-354,0,-142000,-142354
2019-02-12,2887F,11124,0,-58000,-46876
2019-02-13,2887F,8841,0,-50000,-41159
2019-02-14,2887F,1839,0,-50000,-48161
2019-02-15,2887F,14000,0,0,14000
2019-02-19,2887F,16000,0,0,16000
2019-02-22,2887F,-1000,0,0,-1000
2019-02-26,2887F,-532,0,0,-532
2019-03-04,2887F,-54000,0,0,-54000
2019-03-05,2887F,-56229,0,0,-56229
2019-03-06,2887F,-40000,0,0,-40000
2019-03-07,2887F,-101000,0,0,-101000
2019-03-08,2887F,-15000,0,0,-15000
2019-03-11,2887F,-4000,0,0,-4000
2019-03-12,2887F,-5000,0,0,-5000
2019-03-13,2887F,-14409,0,0,-14409
2019-03-26,2887F,480,0,0,480
2019-03-29,2887F,-515,0,0,-515
2019-04-08,2887F,-59000,0,0,-59000
2019-04-10,2887F,-22000,0,0,-22000
2019-04-18,2887F,0,0,17000,17000
2019-04-24,2887F,0,0,29000,29000
2019-04-25,2887F,0,0,23000,23000
2019-05-02,2887F,0,0,53000,53000
2019-05-03,2887F,0,0,110000,110000
2019-05-06,2887F,0,0,156000,156000
2019-05-07,2887F,0,0,21000,21000
2019-05-08,2887F,0,0,21000,21000
2019-05-09,2887F,5000,0,5000,10000
2019-05-14,2887F,206,0,7000,7206
2019-05-20,2887F,4000,0,0,4000
2019-05-21,2887F,7000,0,23000,30000
2019-05-22,2887F,458,0,0,458
2019-05-23,2887F,0,0,10000,10000
2019-05-27,2887F,0,0,10000,10000
2019-06-05,2887F,-1000,0,0,-1000
2019-06-12,2887F,-2131,0,0,-2131
2019-06-18,2887F,-3685,0,0,-3685
2019-06-25,2887F,-10000,0,0,-10000
2019-06-26,2887F,-60,0,0,-60
2019-07-01,2887F,-41000,0,0,-41000
2019-07-05,2887F,-46000,0,0,-46000
2019-07-10,2887F,0,0,122000,122000
2019-07-11,2887F,0,0,28000,28000
2019-07-12,2887F,0,0,7000,7000
2019-07-16,2887F,0,0,43000,43000
2019-07-17,2887F,0,0,40000,40000
2019-07-19,2887F,0,0,-86,-86
2019-08-02,2887F,0,0,10000,10000
2019-08-06,2887F,0,103000,-20000,83000
2019-08-07,2887F,0,106000,-48000,58000
2019-08-08,2887F,0,110000,-100000,10000
2019-08-12,2887F,-955,114000,-120000,-6955
2019-08-13,2887F,0,120000,-120000,0
2019-08-14,2887F,0,121000,-65000,56000
2019-08-15,2887F,0,124000,-198000,-74000
2019-08-16,2887F,-32000,127000,-183000,-88000
2019-08-19,2887F,0,140000,-150000,-10000
2019-08-20,2887F,421,149000,-300000,-150579
2019-08-21,2887F,0,160000,-394000,-234000
2019-08-22,2887F,0,180000,-287000,-107000
2019-08-23,2887F,0,177000,-207000,-30000
2019-08-26,2887F,0,185000,-192000,-7000
2019-08-27,2887F,0,192000,-259000,-67000
2019-08-28,2887F,0,200000,-276000,-76000
2019-08-29,2887F,0,0,-57000,-57000
2019-08-30,2887F,0,0,-62000,-62000
2019-09-02,2887F,0,0,-97000,-97000
2019-09-03,2887F,4000,0,-50000,-46000
2019-09-04,2887F,2000,0,-60000,-58000
2019-09-05,2887F,12000,0,-76000,-64000
2019-09-06,2887F,10000,0,-34000,-24000
2019-09-09,2887F,10000,0,-40000,-30000
2019-09-10,2887F,0,0,-55000,-55000
2019-09-11,2887F,0,0,-73000,-73000
2019-09-12,2887F,0,0,-69000,-69000
2019-09-16,2887F,0,0,-94000,-94000
2019-09-17,2887F,0,78000,-91000,-13000
2019-09-18,2887F,0,0,-56000,-56000
2019-09-19,2887F,0,83000,-120000,-37000
2019-09-20,2887F,0,186000,-220000,-34000
2019-09-23,2887F,0,104000,-177000,-73000
2019-09-24,2887F,0,0,-89000,-89000
2019-09-25,2887F,0,100000,-176000,-76000
2019-09-26,2887F,0,79000,-139000,-60000
2019-09-27,2887F,0,0,-62000,-62000
2019-10-01,2887F,0,0,-46000,-46000
2019-10-14,2887F,-2000,0,0,-2000
2019-10-15,2887F,-1000,18000,0,17000
2019-10-16,2887F,-2000,0,0,-2000
2019-10-18,2887F,0,118000,-104000,14000
2019-10-22,2887F,-1000,0,0,-1000
2019-10-23,2887F,-7000,0,0,-7000
2019-10-25,2887F,-1000,0,0,-1000
2019-10-28,2887F,-1000,0,0,-1000
2019-10-31,2887F,-2000,0,0,-2000
2019-11-05,2887F,-5000,0,0,-5000
2019-11-06,2887F,-2000,0,0,-2000
2019-11-07,2887F,-2000,0,0,-2000
2019-11-08,2887F,-4000,0,0,-4000
2019-11-11,2887F,-10000,0,0,-10000
2019-11-12,2887F,-2000,0,0,-2000
2019-11-13,2887F,0,0,10000,10000
2019-11-14,2887F,-1000,0,0,-1000
2019-11-15,2887F,-2000,0,0,-2000
2019-11-19,2887F,0,0,75000,75000
2019-11-22,2887F,0,0,45000,45000
2019-11-26,2887F,-1032,0,0,-1032
2019-11-27,2887F,-1700,0,0,-1700
2019-11-28,2887F,-1000,0,0,-1000
2019-12-11,2887F,0,5000,0,5000
2019-12-12,2887F,0,0,16000,16000
2024-01-03,2887F,0,-1000,0,-1000
2024-01-11,2887F,0,3000,0,3000
2024-01-12,2887F,5000,0,0,5000
2024-01-17,2887F,0,3000,0,3000
2024-01-18,2887F,0,1000,0,1000
2024-01-19,2887F,0,2000,0,2000
2024-01-22,2887F,0,2000,0,2000
2024-03-04,2887F,-1000,0,0,-1000
2024-03-12,2887F,-2000,0,0,-2000
2024-04-08,2887F,5000,0,0,5000
2024-04-11,2887F,1000,0,0,1000
2024-05-02,2887F,2000,0,0,2000
2024-06-05,2887F,1000,0,0,1000
2024-08-05,2887F,-2000,0,0,-2000
2024-08-06,2887F,-10000,0,0,-10000
2024-09-26,2887F,2000,0,0,2000
