date,stock_id,foreign,trust,dealer,total
2017-04-13,00689R,0,0,1027000,1027000
2017-04-14,00689R,70000,0,46000,116000
2017-04-17,00689R,656000,0,-325000,331000
2017-04-18,00689R,0,0,216000,216000
2017-04-19,00689R,101000,0,-64000,37000
2017-04-20,00689R,7000,0,8000,15000
2017-04-21,00689R,46000,0,34000,80000
2017-04-24,00689R,222000,0,419000,641000
2017-04-25,00689R,92000,0,13000,105000
2017-04-26,00689R,4000,0,25000,29000
2017-04-27,00689R,0,0,125000,125000
2017-04-28,00689R,0,0,163000,163000
2017-05-02,00689R,0,0,265000,265000
2017-05-03,00689R,0,0,491000,491000
2017-05-04,00689R,2000,0,250000,252000
2017-05-05,00689R,132000,0,-40000,92000
2017-05-08,00689R,0,0,18000,18000
2017-05-09,00689R,186000,0,-173000,13000
2017-05-10,00689R,0,0,5000,5000
2017-05-11,00689R,13000,0,2000,15000
2017-05-12,00689R,0,0,11000,11000
2017-05-15,00689R,148000,0,-144000,4000
2017-05-16,00689R,0,0,5000,5000
2017-05-17,00689R,0,0,0,0
2017-05-18,00689R,0,0,-7000,-7000
2017-05-19,00689R,0,0,7000,7000
2017-05-22,00689R,0,0,0,0
2017-05-23,00689R,0,0,1000,1000
2017-05-24,00689R,0,0,0,0
2017-05-25,00689R,0,0,-3000,-3000
2017-05-26,00689R,0,0,0,0
2017-05-31,00689R,0,0,0,0
2017-06-01,00689R,0,0,-154000,-154000
2017-06-02,00689R,0,0,-40000,-40000
2017-06-03,00689R,0,0,-7000,-7000
2017-06-05,00689R,0,0,-36000,-36000
2017-06-06,00689R,0,0,4000,4000
2017-06-07,00689R,0,0,32000,32000
2017-06-08,00689R,0,0,72000,72000
2017-06-09,00689R,0,0,-7000,-7000
2017-06-12,00689R,0,0,-2000,-2000
2017-06-13,00689R,0,0,19000,19000
2017-06-14,00689R,0,0,1000,1000
2017-06-15,00689R,0,0,1000,1000
2017-06-16,00689R,0,0,-2000,-2000
2017-06-19,00689R,0,0,-10000,-10000
2017-06-20,00689R,0,0,0,0
2017-06-21,00689R,0,0,-2000,-2000
2017-06-22,00689R,0,0,30000,30000
2017-06-23,00689R,-52000,0,-447000,-499000
2017-06-26,00689R,0,0,-1000,-1000
2017-06-27,00689R,0,0,5000,5000
2017-06-28,00689R,0,0,0,0
2017-06-29,00689R,-40000,0,15000,-25000
2017-06-30,00689R,-42000,0,31000,-11000
2017-07-03,00689R,0,0,5000,5000
2017-07-04,00689R,-5000,0,-12000,-17000
2017-07-05,00689R,0,0,0,0
2017-07-06,00689R,0,0,8000,8000
2017-07-07,00689R,0,0,180000,180000
2017-07-10,00689R,0,0,-56000,-56000
2017-07-11,00689R,0,0,4000,4000
2017-07-12,00689R,0,0,0,0
2017-07-13,00689R,0,0,68000,68000
2017-07-14,00689R,0,0,5000,5000
2017-07-17,00689R,0,0,0,0
2017-07-18,00689R,0,0,1000,1000
2017-07-19,00689R,0,0,-9000,-9000
2017-07-24,00689R,0,0,97000,97000
2017-07-25,00689R,0,0,-1000,-1000
2017-07-26,00689R,0,0,4000,4000
2017-07-27,00689R,0,0,8000,8000
2017-07-28,00689R,0,0,7000,7000
2017-07-31,00689R,0,0,6000,6000
2017-08-01,00689R,0,0,3000,3000
2017-08-02,00689R,0,0,0,0
2017-08-04,00689R,0,0,2000,2000
2017-08-07,00689R,0,0,2000,2000
2017-08-08,00689R,0,0,0,0
2017-08-09,00689R,0,0,1000,1000
2017-08-10,00689R,0,0,-6000,-6000
2017-08-11,00689R,0,0,19000,19000
2017-08-14,00689R,0,0,2000,2000
2017-08-15,00689R,0,0,3000,3000
2017-08-16,00689R,0,0,0,0
2017-08-18,00689R,0,0,-1000,-1000
2017-08-21,00689R,0,0,-1000,-1000
2017-08-22,00689R,0,0,0,0
2017-08-23,00689R,0,0,1000,1000
2017-08-24,00689R,0,0,-1000,-1000
2017-08-25,00689R,0,0,-13000,-13000
2017-08-28,00689R,0,0,-49000,-49000
2017-08-29,00689R,0,0,-11000,-11000
2017-08-30,00689R,0,0,2000,2000
2017-08-31,00689R,0,0,10000,10000
2017-09-04,00689R,0,0,2000,2000
2017-09-05,00689R,0,0,-20000,-20000
2017-09-06,00689R,0,0,-2000,-2000
2017-09-07,00689R,0,0,-5000,-5000
2017-09-08,00689R,0,0,-43000,-43000
2017-09-12,00689R,0,0,28000,28000
2017-09-13,00689R,0,0,4000,4000
2017-09-14,00689R,0,0,1000,1000
2017-09-18,00689R,0,0,1000,1000
2017-09-19,00689R,0,0,1000,1000
2017-09-20,00689R,0,0,5000,5000
2017-09-21,00689R,101000,0,-1000,100000
2017-09-27,00689R,0,0,0,0
2017-09-28,00689R,0,0,19000,19000
2017-10-02,00689R,0,0,1000,1000
2017-10-03,00689R,0,0,0,0
2017-10-06,00689R,0,0,-6000,-6000
2017-10-11,00689R,0,0,0,0
2017-10-12,00689R,0,0,2000,2000
2017-10-13,00689R,0,0,0,0
2017-10-16,00689R,0,0,0,0
2017-10-17,00689R,0,0,0,0
2017-10-18,00689R,0,0,0,0
2017-10-19,00689R,0,0,0,0
2017-10-20,00689R,0,0,0,0
2017-10-23,00689R,0,0,1000,1000
2017-10-24,00689R,0,0,0,0
2017-10-25,00689R,0,0,10000,10000
2017-10-26,00689R,0,0,9000,9000
2017-10-27,00689R,0,0,1000,1000
2017-10-30,00689R,0,0,0,0
2017-10-31,00689R,0,0,-7000,-7000
2017-11-01,00689R,0,0,0,0
2017-11-02,00689R,0,0,0,0
2017-11-03,00689R,0,0,-5000,-5000
2017-11-06,00689R,0,0,0,0
2017-11-07,00689R,0,0,9000,9000
2017-11-08,00689R,0,0,10000,10000
2017-11-09,00689R,0,0,1000,1000
2017-11-10,00689R,-3000,0,0,-3000
2017-11-13,00689R,0,0,0,0
2017-11-14,00689R,0,0,0,0
2017-11-15,00689R,-2000,0,0,-2000
2017-11-16,00689R,0,0,0,0
2017-11-17,00689R,0,0,0,0
2017-11-20,00689R,0,0,0,0
2017-11-21,00689R,0,0,0,0
2017-11-22,00689R,0,0,0,0
2017-11-23,00689R,0,0,1000,1000
2017-11-24,00689R,0,0,1000,1000
2017-11-27,00689R,0,0,0,0
2017-11-28,00689R,0,0,0,0
2017-11-29,00689R,0,0,0,0
2017-11-30,00689R,0,0,0,0
2017-12-01,00689R,0,0,1000,1000
2017-12-04,00689R,0,0,0,0
2017-12-05,00689R,0,0,0,0
2017-12-06,00689R,40000,0,-46000,-6000
2017-12-07,00689R,0,0,1000,1000
2017-12-08,00689R,0,0,1000,1000
2017-12-11,00689R,0,0,-1000,-1000
2017-12-12,00689R,0,0,0,0
2017-12-13,00689R,0,0,1000,1000
2017-12-14,00689R,0,0,-4000,-4000
2017-12-15,00689R,0,0,0,0
2017-12-18,00689R,0,0,3000,3000
2017-12-19,00689R,0,0,0,0
2017-12-20,00689R,0,0,1000,1000
2017-12-21,00689R,0,0,1000,1000
2017-12-22,00689R,0,0,0,0
2017-12-25,00689R,0,0,0,0
2017-12-26,00689R,0,0,-4000,-4000
2017-12-27,00689R,88000,0,-88000,0
2017-12-28,00689R,0,0,-1000,-1000
2017-12-29,00689R,0,0,-1000,-1000
2018-01-02,00689R,0,0,0,0
