key,date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis,last_price
2013-07-02_0015,2013-07-02,0015,富邦,twse,8.38,8.38,8.15,8.24,4000,33010,0.14,,,4,,
2013-07-02_0050,2013-07-02,0050,元大台灣50,twse,55.65,55.75,55.45,55.50,4672336,259565154,-0.1,,,1354,,
2013-07-02_0051,2013-07-02,0051,元大中型100,twse,27.50,27.51,27.34,27.46,28060,769195,-0.03,,,26,,
2013-07-02_0052,2013-07-02,0052,富邦科技,twse,,,,,0,0,0.0,,,0,無成交,
2013-07-02_0053,2013-07-02,0053,元大電子,twse,23.71,23.75,23.71,23.75,8000,189830,0.02,,,6,,
2013-07-02_0054,2013-07-02,0054,元大台商50,twse,19.24,19.24,19.04,19.16,54000,1033470,-0.07,,,31,,
2013-07-02_0055,2013-07-02,0055,元大MSCI金融,twse,12.57,12.57,12.42,12.51,1215150,15638971,-0.05,,,157,,
2013-07-02_0056,2013-07-02,0056,元大高股息,twse,23.69,23.69,23.55,23.55,842998,19919550,-0.14,,,313,,
2013-07-02_0057,2013-07-02,0057,富邦摩台,twse,32.60,32.86,31.96,32.52,146000,4722580,-0.22,,,15,,
2013-07-02_0058,2013-07-02,0058,富邦發達,twse,31.50,32.08,30.75,31.92,34000,1078660,0.0,,,11,,
2013-07-02_0059,2013-07-02,0059,富邦金融,twse,,,,,0,0,0.0,,,0,無成交,
2013-07-02_0060,2013-07-02,0060,新台灣,twse,,,,,0,0,0.0,,,0,無成交,
2013-07-02_0061,2013-07-02,0061,元大寶滬深,twse,12.41,12.44,12.24,12.26,18857577,232126564,-0.07,,,2482,,
2013-07-02_006203,2013-07-02,006203,元大MSCI台灣,twse,26.71,27.19,26.71,26.97,26000,699620,0.0,,,16,,
2013-07-02_006204,2013-07-02,006204,永豐臺灣加權,twse,39.76,40.10,39.76,39.92,1043000,41708760,-0.05,,,553,,
2013-07-02_006205,2013-07-02,006205,富邦上証,twse,19.10,19.10,18.82,18.89,5053000,95522500,-0.07,,,568,,
2013-07-02_006206,2013-07-02,006206,元大上證50,twse,17.65,17.80,17.48,17.61,6169000,108441990,-0.02,,,748,,
