key,date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis,last_price
2012-06-08_0015,2012-06-08,0015,富邦,twse,7.20,7.20,7.17,7.17,4000,28740,0.22,,,3,,
2012-06-08_0050,2012-06-08,0050,元大台灣50,twse,48.57,48.60,47.90,48.00,12950511,622569125,-0.74,,,3336,,
2012-06-08_0051,2012-06-08,0051,元大中型100,twse,24.25,24.25,24.05,24.08,22100,533685,-0.07,,,15,,
2012-06-08_0052,2012-06-08,0052,富邦科技,twse,28.50,30.05,27.64,30.05,17000,488030,1.96,,,11,,
2012-06-08_0053,2012-06-08,0053,元大電子,twse,,,,,0,0,0.0,,,0,無成交,
2012-06-08_0054,2012-06-08,0054,元大台商50,twse,18.10,18.10,18.10,18.10,2000,36200,-0.2,down,,2,,
2012-06-08_0055,2012-06-08,0055,元大MSCI金融,twse,9.96,10.09,9.96,10.00,2272666,22778870,0.04,,,381,,
2012-06-08_0056,2012-06-08,0056,元大高股息,twse,22.70,22.72,22.52,22.60,228829,5168354,-0.12,,,148,,
2012-06-08_0057,2012-06-08,0057,富邦摩台,twse,28.00,28.00,27.30,27.33,66000,1823240,-0.44,,,12,,
2012-06-08_0058,2012-06-08,0058,富邦發達,twse,,,,,0,0,0.0,,,0,無成交,
2012-06-08_0059,2012-06-08,0059,富邦金融,twse,,,,,0,0,0.0,,,0,無成交,
2012-06-08_0060,2012-06-08,0060,新台灣,twse,24.53,24.53,24.53,24.53,2000,49060,-0.32,down,,2,,
2012-06-08_0061,2012-06-08,0061,元大寶滬深,twse,14.42,14.43,14.16,14.20,8112026,115643185,-0.12,,,1242,,
2012-06-08_006203,2012-06-08,006203,元大MSCI台灣,twse,23.40,23.40,23.05,23.05,27000,624400,-0.35,,,15,,
2012-06-08_006204,2012-06-08,006204,永豐臺灣加權,twse,34.83,34.85,34.62,34.66,7000,243250,-0.42,,,7,,
2012-06-08_006205,2012-06-08,006205,富邦上証,twse,20.16,20.16,19.64,19.76,1636000,32546300,-0.19,,,115,,
2012-06-08_006206,2012-06-08,006206,元大上證50,twse,19.29,19.29,18.94,19.02,930000,17750630,-0.22,,,186,,
2012-06-08_0080,2012-06-08,0080,恒中國,twse,,,,,0,0,0.0,,,0,無成交,
2012-06-08_0081,2012-06-08,0081,恒香港,twse,,,,,0,0,0.0,,,0,無成交,
2012-06-08_008201,2012-06-08,008201,BP上證50,twse,61.60,63.00,60.80,63.00,1100,67520,0.9,,,8,,
2012-06-08_01001T,2012-06-08,01001T,土銀富邦R1,twse,16.92,16.93,16.92,16.93,8000,135400,0.08,,,5,,
2012-06-08_01002T,2012-06-08,01002T,土銀國泰R1,twse,17.30,17.40,17.01,17.26,873000,15101170,-0.04,,,121,,
2012-06-08_01003T,2012-06-08,01003T,兆豐新光R1,twse,12.70,12.71,12.67,12.70,1004000,12740450,0.0,,,128,,
2012-06-08_01004T,2012-06-08,01004T,土銀富邦R2,twse,12.77,12.77,12.76,12.76,19000,242590,-0.01,,,5,,
2012-06-08_01007T,2012-06-08,01007T,兆豐國泰R2,twse,14.35,14.38,14.32,14.32,21000,301290,-0.06,,,10,,
2012-06-08_01008T,2012-06-08,01008T,駿馬R1,twse,12.35,12.35,12.35,12.35,35000,432250,-0.02,down,,5,,
2012-06-08_1101,2012-06-08,1101,台泥,twse,34.50,34.60,33.90,34.50,6174288,212393792,0.0,,,2056,,
2012-06-08_1102,2012-06-08,1102,亞泥,twse,35.90,36.05,35.60,35.95,3406739,122469846,0.0,,,1249,,
2012-06-08_1103,2012-06-08,1103,嘉泥,twse,12.85,13.00,12.85,12.90,2430984,31364543,0.05,,,95,,
2012-06-08_1104,2012-06-08,1104,環泥,twse,13.00,13.05,12.90,13.05,41015,532595,0.1,,,38,,
2012-06-08_1108,2012-06-08,1108,幸福,twse,5.95,5.95,5.90,5.95,117381,695754,0.0,,,50,,
2012-06-08_1109,2012-06-08,1109,信大,twse,10.25,10.25,10.20,10.25,11000,112700,0.0,,,11,,
2012-06-08_1110,2012-06-08,1110,東泥,twse,11.65,11.65,11.60,11.60,2000,23250,0.0,,,2,,
2012-06-08_1201,2012-06-08,1201,味全,twse,30.20,30.45,29.75,29.90,485934,14578360,-0.15,,,281,,
2012-06-08_1203,2012-06-08,1203,味王,twse,19.50,19.50,19.20,19.35,38145,737329,0.0,,,55,,
