date,stock_id,pre_close,ref_price,value,kind,open_base
2024-07-08,2316,56.00,55.50,0.500000,息,55.50
2024-07-08,2451,119.50,114.50,4.990625,息,114.50
2024-07-08,2534,26.85,25.85,1.000000,息,25.85
2024-07-08,2618,37.35,35.55,1.800000,息,35.55
2024-07-08,3045,116.00,111.70,4.300000,息,111.50
2024-07-08,5533,24.30,23.10,1.200000,息,23.10
2024-07-08,5538,31.25,30.25,1.000000,息,30.25
2024-07-08,6136,24.30,23.10,1.200000,息,23.10
2024-07-08,6807,60.50,57.90,2.600000,息,57.90
2024-07-08,6835,52.40,50.40,2.000000,息,50.40
