date,stock_id,pre_close,ref_price,value,kind,open_base
2019-07-08,1582,84.90,78.40,6.500000,息,78.40
2019-07-08,1802,12.25,11.95,0.300000,息,11.95
2019-07-08,2017,8.02,7.62,0.400000,息,7.62
2019-07-08,2357,232.00,217.00,15.000000,息,217.00
2019-07-08,2433,50.10,46.60,3.500000,息,46.60
2019-07-08,2454,321.00,312.00,9.000000,息,312.00
2019-07-08,2612,34.45,32.85,1.600000,息,32.85
2019-07-08,3028,23.45,21.75,1.700000,息,21.75
2019-07-08,3035,54.50,53.70,0.800000,息,53.70
2019-07-08,3090,60.30,53.80,6.500000,息,53.80
2019-07-08,3130,173.50,164.98,8.510256,息,165.00
2019-07-08,3698,15.20,15.00,0.197021,息,15.00
2019-07-08,4739,84.20,81.00,3.200000,息,81.00
2019-07-08,4958,104.50,100.04,4.459774,息,100.00
2019-07-08,5876,57.40,55.40,2.000000,息,55.40
2019-07-08,6136,21.25,19.75,1.500000,息,19.75
2019-07-08,6205,27.85,26.35,1.500000,息,26.35
2019-07-08,8462,301.00,269.10,31.895918,權息,269.00
2019-07-08,8481,61.30,58.30,3.000000,息,58.30
2019-07-08,9904,39.10,37.60,1.500000,息,37.60
