date,stock_id,pre_close,ref_price,value,kind,open_base
2022-07-07,1307,19.80,19.30,0.500000,息,19.30
2022-07-07,1341,73.90,67.90,6.000000,息,67.90
2022-07-07,1608,15.45,13.95,1.500000,息,13.95
2022-07-07,1614,37.00,35.76,1.233023,息,35.75
2022-07-07,1789,25.60,25.12,0.480000,息,25.10
2022-07-07,1906,19.55,18.95,0.600000,息,18.95
2022-07-07,2236,25.80,22.80,3.000000,息,22.80
2022-07-07,2359,24.40,23.50,0.900000,息,23.50
2022-07-07,2395,328.50,320.51,7.980396,息,320.50
2022-07-07,2458,120.00,106.18,13.811657,息,106.00
2022-07-07,2467,42.30,38.15,4.144660,權息,38.15
2022-07-07,3019,56.00,52.30,3.700000,息,52.30
2022-07-07,3049,9.55,9.20,0.350000,息,9.20
2022-07-07,3305,50.10,47.60,2.498242,息,47.60
2022-07-07,5525,23.90,23.60,0.300000,息,23.60
2022-07-07,5876,51.10,49.30,1.800000,息,49.30
2022-07-07,6115,42.45,39.65,2.800000,息,39.65
2022-07-07,6184,48.60,45.60,3.000000,息,45.60
2022-07-07,6754,44.90,41.40,3.500000,息,41.40
2022-07-07,6792,82.50,77.00,5.500000,息,77.00
2022-07-07,6796,70.80,69.19,1.602892,息,69.20
2022-07-07,8163,38.60,35.60,3.000000,息,35.60
2022-07-07,910861,7.28,7.03,0.241735,息,7.03
