date,stock_id,pre_close,ref_price,value,kind,open_base
2026-07-13,1907,27.75,26.75,1.000000,息,26.75
2026-07-13,2248,59.00,55.89,3.105500,息,55.90
2026-07-13,2316,208.00,206.00,2.000000,息,206.00
2026-07-13,2347,88.50,84.30,4.200000,息,84.30
2026-07-13,2359,139.00,138.00,1.000000,息,138.00
2026-07-13,2645,240.00,235.00,5.000000,息,235.00
2026-07-13,4306,15.50,14.80,0.700000,息,14.80
2026-07-13,4999,20.05,19.80,0.250000,息,19.80
2026-07-13,6790,40.60,37.95,2.650000,息,37.95
2026-07-13,6890,206.00,197.03,8.967789,息,197.00
2026-07-13,6951,78.70,69.61,9.080770,權,69.60
2026-07-13,7610,2650.00,2181.01,468.983979,權息,2210.00
2026-07-13,8103,92.00,89.20,2.800000,息,89.20
