date,stock_id,pre_close,ref_price,value,kind,open_base
2022-07-28,1102,44.45,41.05,3.399659,息,41.05
2022-07-28,1304,24.80,22.60,2.200000,息,22.60
2022-07-28,1305,27.85,25.35,2.500000,息,25.35
2022-07-28,1308,29.05,26.05,3.000000,息,26.05
2022-07-28,1309,27.95,24.71,3.235715,權息,24.70
2022-07-28,1402,31.75,30.25,1.500000,息,30.25
2022-07-28,1470,19.45,18.65,0.800000,息,18.65
2022-07-28,1473,20.60,20.50,0.100000,息,20.50
2022-07-28,1525,59.50,57.40,2.100000,息,57.40
2022-07-28,1558,139.00,130.50,8.500000,息,130.50
2022-07-28,1617,16.00,15.17,0.822971,息,15.15
2022-07-28,1717,33.30,31.80,1.500000,息,31.80
2022-07-28,1720,46.90,44.40,2.500000,息,44.40
2022-07-28,1730,59.00,56.00,3.000000,息,56.00
2022-07-28,2228,62.60,60.60,2.000000,息,60.60
2022-07-28,2250,84.30,81.07,3.222222,息,81.10
2022-07-28,2352,30.60,28.10,2.500000,息,28.10
2022-07-28,2431,10.50,10.05,0.450000,息,10.05
2022-07-28,2511,11.85,11.35,0.500000,息,11.35
2022-07-28,2836,14.30,13.49,0.804855,權息,13.50
2022-07-28,2884,29.35,26.86,2.480784,權息,26.85
2022-07-28,3189,149.00,144.50,4.500000,息,144.50
2022-07-28,3454,81.00,79.60,1.400000,息,79.60
2022-07-28,3545,96.70,80.86,15.836297,息,80.90
2022-07-28,4551,164.00,159.00,5.000000,息,159.00
2022-07-28,4566,49.25,48.06,1.184763,息,48.05
2022-07-28,4989,28.50,27.00,1.500000,息,27.00
2022-07-28,6706,126.00,116.00,10.000000,息,116.00
