date,stock_id,pre_close,ref_price,value,kind,open_base
2025-12-16,00730,23.24,23.13,0.110000,息,23.13
2025-12-16,00896,19.33,18.73,0.600000,息,18.73
2025-12-16,00900,13.48,13.40,0.075000,息,13.40
2025-12-16,00915,22.59,22.24,0.350000,息,22.24
2025-12-16,00919,22.19,21.65,0.540000,息,21.65
2025-12-16,00921,17.77,17.58,0.190000,息,17.58
2025-12-16,00926,24.52,23.05,1.470000,息,23.05
2025-12-16,00934,20.56,20.42,0.132000,息,20.42
2025-12-16,00943,14.38,14.31,0.066000,息,14.31
2025-12-16,00944,14.47,14.41,0.054000,息,14.41
2025-12-16,00945B,14.45,14.36,0.086000,息,14.36
2025-12-16,00952,11.59,11.56,0.030000,息,11.56
2025-12-16,00961,9.32,9.30,0.020000,息,9.30
2025-12-16,00963,11.29,11.25,0.040000,息,11.25
2025-12-16,00964,11.33,11.24,0.085000,息,11.24
2025-12-16,00971,16.90,15.90,1.000000,息,15.90
2025-12-16,00972,18.27,18.00,0.270000,息,18.00
2025-12-16,009802,11.02,10.92,0.092000,息,10.92
2025-12-16,01010T,10.05,9.98,0.067533,息,9.98
