date,stock_id,pre_close,ref_price,value,kind,open_base
2019-07-31,1525,59.70,57.90,1.800000,息,57.90
2019-07-31,1598,45.80,43.91,1.886189,權息,43.90
2019-07-31,2351,66.50,63.70,2.800000,息,63.70
2019-07-31,2392,35.15,33.65,1.500000,息,33.65
2019-07-31,2504,8.61,8.36,0.250000,息,8.36
2019-07-31,2912,306.50,297.70,8.800000,息,297.50
2019-07-31,3501,54.60,51.10,3.500000,息,51.10
2019-07-31,3533,234.00,225.30,8.700000,息,225.50
2019-07-31,3653,129.50,125.97,3.527518,息,126.00
2019-07-31,4938,56.00,52.49,3.500896,息,52.50
2019-07-31,5871,139.50,131.35,8.140776,權息,131.50
2019-07-31,8404,50.50,46.57,3.925926,權息,46.55
2019-07-31,9938,92.90,90.30,2.600000,息,90.30
2019-07-31,9942,75.00,70.80,4.200000,息,70.80
