date,stock_id,pre_close,ref_price,value,kind,open_base
2025-07-02,1101,26.15,25.15,1.000000,息,25.15
2025-07-02,1101B,48.40,46.37,2.026250,息,46.35
2025-07-02,1530,30.45,28.91,1.531714,息,28.90
2025-07-02,1810,14.95,14.76,0.190000,息,14.75
2025-07-02,2207,584.00,564.00,20.000000,息,564.00
2025-07-02,2317,165.50,159.70,5.799983,息,159.50
2025-07-02,2354,65.00,63.60,1.400000,息,63.60
2025-07-02,2611,20.10,18.46,1.640000,息,18.45
2025-07-02,3338,52.70,50.68,2.014557,息,50.70
2025-07-02,3711,145.50,140.20,5.296120,息,140.00
2025-07-02,4977,90.80,88.54,2.252528,息,88.50
2025-07-02,6285,119.00,114.19,4.800518,息,114.00
2025-07-02,6807,72.90,68.40,4.500000,息,68.40
2025-07-02,6862,141.50,135.50,6.000000,息,135.50
2025-07-02,6988,18.00,17.55,0.450000,息,17.55
2025-07-02,8482,63.00,58.64,4.360000,息,58.60
2025-07-02,9935,23.75,21.95,1.800000,息,21.95
2025-07-02,9939,157.50,151.30,6.199987,息,151.50
