date,stock_id,pre_close,ref_price,value,kind,open_base
2017-08-09,1225,58.60,57.35,1.250000,息,57.40
2017-08-09,1440,13.25,12.93,0.320000,息,12.95
2017-08-09,1809,12.70,12.40,0.300000,息,12.40
2017-08-09,1817,39.35,37.15,2.200000,息,37.15
2017-08-09,2311,39.70,38.32,1.377653,息,38.30
2017-08-09,2392,42.55,41.05,1.500000,息,41.05
2017-08-09,2801,18.05,16.79,1.259524,權息,16.80
2017-08-09,2884,19.60,17.79,1.808840,權息,17.80
2017-08-09,6202,58.90,55.40,3.500000,息,55.40
2017-08-09,9914,150.00,146.00,4.000000,息,146.00
