date,stock_id,pre_close,ref_price,value,kind,open_base
2026-08-06,1419,65.60,63.80,1.800000,息,63.80
2026-08-06,1439,29.10,28.60,0.500000,息,28.60
2026-08-06,1713,46.95,43.85,3.100000,息,43.85
2026-08-06,2375,123.50,122.30,1.200000,息,122.50
2026-08-06,2762,85.40,81.76,3.636991,息,81.80
2026-08-06,3003,59.50,58.50,1.000000,息,58.50
2026-08-06,3033,47.80,45.88,1.919856,息,45.90
2026-08-06,3376,185.00,181.00,3.999665,息,181.00
2026-08-06,5288,191.50,184.99,6.502918,息,185.00
2026-08-06,5525,23.25,22.05,1.200000,息,22.05
2026-08-06,9914,78.30,75.50,2.800000,息,75.50
