date,stock_id,pre_close,ref_price,value,kind,open_base
2017-07-21,1473,26.55,25.35,1.200000,息,25.35
2017-07-21,1519,17.35,16.55,0.800000,息,16.55
2017-07-21,1712,16.15,15.21,0.939000,息,15.20
2017-07-21,2412,109.50,104.55,4.941900,息,104.50
2017-07-21,2634,36.00,34.71,1.284475,權,34.70
2017-07-21,2637,31.60,29.14,2.457143,權息,29.15
2017-07-21,2838,9.34,8.89,0.450000,息,8.89
2017-07-21,3130,163.00,152.19,10.805203,息,152.00
2017-07-21,4912,198.00,194.00,4.000000,息,194.00
2017-07-21,6277,85.40,79.60,5.800000,息,79.60
2017-07-21,8110,13.50,13.25,0.249954,息,13.25
