date,stock_id,pre_close,ref_price,value,kind,open_base
2025-08-28,1324,10.90,10.70,0.200000,息,10.70
2025-08-28,1453,13.00,12.62,0.378641,權,12.60
2025-08-28,1513,168.00,163.40,4.600000,息,163.50
2025-08-28,1603,40.50,39.00,1.500000,息,39.00
2025-08-28,2038,15.55,15.24,0.304902,權,15.25
2025-08-28,2059,2940.00,2907.80,32.200000,息,2910.00
2025-08-28,2062,25.65,23.85,1.800000,息,23.85
2025-08-28,2364,99.30,76.38,22.915385,權,76.40
2025-08-28,2383,1280.00,1263.42,16.575440,息,1265.00
2025-08-28,2439,117.00,109.70,7.290055,息,109.50
2025-08-28,2441,60.50,57.50,3.000000,息,57.50
2025-08-28,2468,60.70,59.80,0.900000,息,59.80
2025-08-28,2539,60.50,50.00,10.500000,權息,50.00
2025-08-28,3025,51.70,48.40,3.300000,息,48.40
2025-08-28,3167,210.50,209.50,0.998766,息,209.50
2025-08-28,3706,100.50,90.45,10.045455,權息,90.50
2025-08-28,4968,145.00,143.90,1.096460,息,144.00
2025-08-28,5525,31.30,29.25,2.047664,權,29.25
2025-08-28,5534,80.00,74.50,5.500000,息,74.50
2025-08-28,6108,15.70,14.70,1.000000,息,14.70
2025-08-28,6582,33.50,32.50,1.000000,息,32.50
2025-08-28,6916,19.80,19.52,0.280000,息,19.50
2025-08-28,9105,6.09,6.02,0.064372,息,6.02
2025-08-28,9946,19.65,18.60,1.041182,息,18.60
