date,stock_id,pre_close,ref_price,value,kind,open_base
2017-08-28,1231,36.95,33.68,3.265790,權息,33.70
2017-08-28,1324,13.20,12.80,0.400000,息,12.80
2017-08-28,1409,9.23,8.98,0.250000,息,8.98
2017-08-28,1436,38.00,37.00,1.000000,息,37.00
2017-08-28,1513,21.00,20.00,1.000000,息,20.00
2017-08-28,1516,15.40,14.49,0.908167,權息,14.50
2017-08-28,1527,97.20,93.10,4.100000,息,93.10
2017-08-28,1603,25.00,24.50,0.500000,息,24.50
2017-08-28,2347,34.35,33.35,1.000000,息,33.35
2017-08-28,2537,9.34,8.59,0.743847,權息,8.59
2017-08-28,2923,19.25,18.89,0.360000,息,18.90
2017-08-28,3004,48.20,46.70,1.500000,息,46.70
2017-08-28,3010,52.60,50.00,2.600000,息,50.00
2017-08-28,3025,20.60,20.33,0.270000,息,20.35
2017-08-28,3052,8.78,8.48,0.300000,息,8.48
2017-08-28,3536,21.50,21.05,0.440075,權,21.50
2017-08-28,4133,35.75,34.32,1.429612,權息,34.30
2017-08-28,4555,61.80,59.80,2.000000,息,59.80
2017-08-28,4746,72.60,69.72,2.877549,息,69.70
2017-08-28,4927,24.00,23.43,0.560484,權,24.00
2017-08-28,6216,31.95,29.31,2.637672,息,29.30
2017-08-28,9944,19.10,18.80,0.300000,息,18.80
2017-08-28,9946,11.20,10.70,0.500000,息,10.70
