date,stock_id,pre_close,ref_price,value,kind,open_base
2017-07-14,1104,25.15,23.25,1.897573,權息,23.25
2017-07-14,1312,21.65,20.65,1.000000,息,20.65
2017-07-14,1312A,27.60,26.00,1.600000,息,26.00
2017-07-14,1319,59.40,57.28,2.120000,息,57.30
2017-07-14,1323,33.35,31.55,1.800000,息,31.55
2017-07-14,1618,8.45,8.15,0.300000,息,8.15
2017-07-14,2543,9.08,8.78,0.300000,息,8.78
2017-07-14,2636,22.50,21.70,0.800000,息,21.70
2017-07-14,2885,13.70,13.25,0.447770,息,13.25
2017-07-14,3023,71.50,67.80,3.700000,息,67.80
2017-07-14,3413,176.00,163.80,12.190477,權息,164.00
2017-07-14,3419,19.70,19.28,0.420000,息,19.30
2017-07-14,3583,63.60,61.57,2.020192,息,61.60
2017-07-14,4526,21.00,20.50,0.500000,息,20.50
