date,stock_id,pre_close,ref_price,value,kind,open_base
2017-08-29,1210,32.45,30.95,1.500000,息,30.95
2017-08-29,2059,406.00,397.75,8.250000,息,398.00
2017-08-29,2106,44.10,42.10,2.000000,息,42.10
2017-08-29,2328,27.80,27.10,0.700000,息,27.10
2017-08-29,2420,38.05,35.05,3.000000,息,35.05
2017-08-29,2444,28.65,28.22,0.429115,息,28.20
2017-08-29,2514,15.85,15.49,0.353886,息,15.50
2017-08-29,2618,16.15,15.48,0.664564,權息,15.50
2017-08-29,3002,13.45,12.95,0.500000,息,12.95
2017-08-29,4943,216.00,204.28,11.714286,權息,204.50
2017-08-29,5264,103.00,99.00,4.000000,息,99.00
2017-08-29,6282,24.75,23.34,1.400291,息,23.35
