date,stock_id,pre_close,ref_price,value,kind,open_base
2017-08-17,1722,41.15,39.05,2.100000,息,39.05
2017-08-17,1737,29.75,28.25,1.500000,息,28.25
2017-08-17,2880,17.85,16.33,1.516667,權息,16.35
2017-08-17,3008,5565.00,5501.50,63.500000,息,5500.00
2017-08-17,3038,9.37,8.96,0.408527,息,8.96
2017-08-17,3515,91.70,89.70,2.000000,息,89.70
2017-08-17,3545,40.20,39.54,0.659189,息,39.55
2017-08-17,3588,27.90,26.39,1.501647,息,26.40
2017-08-17,5288,95.60,91.60,4.000000,息,91.60
2017-08-17,6184,35.30,34.80,0.500000,息,34.80
2017-08-17,6206,96.70,91.70,5.000000,息,91.70
2017-08-17,8039,47.55,45.55,1.999170,息,45.55
