date,stock_id,pre_close,ref_price,value,kind,open_base
2026-07-16,006208,246.60,241.85,4.750000,息,241.85
2026-07-16,00692,92.00,90.08,1.920000,息,90.10
2026-07-16,00702,25.33,24.65,0.680000,息,24.65
2026-07-16,00714,22.20,22.07,0.123000,息,22.07
2026-07-16,00717,14.97,14.82,0.141000,息,14.82
2026-07-16,00730,28.50,28.39,0.110000,息,28.39
2026-07-16,00735,106.90,103.90,3.000000,息,103.90
2026-07-16,00736,31.78,31.53,0.250000,息,31.53
2026-07-16,00882,15.16,14.61,0.550000,息,14.61
2026-07-16,00892,43.18,40.72,2.460000,息,40.72
2026-07-16,00900,19.00,18.92,0.075000,息,18.92
2026-07-16,00905,27.56,26.50,1.058000,息,26.50
2026-07-16,00908,15.44,15.29,0.142000,息,15.29
2026-07-16,00911,62.60,59.10,3.500000,息,59.10
2026-07-16,00912,34.16,33.16,1.000000,息,33.16
2026-07-16,00927,41.29,39.41,1.880000,息,39.41
2026-07-16,00934,27.89,27.59,0.300000,息,27.59
2026-07-16,00943,22.42,22.30,0.120000,息,22.30
2026-07-16,00944,21.70,21.59,0.109000,息,21.59
2026-07-16,00945B,14.67,14.58,0.090000,息,14.58
2026-07-16,00952,18.48,18.36,0.120000,息,18.36
2026-07-16,00956,12.75,12.45,0.300000,息,12.45
2026-07-16,00960,18.14,17.91,0.225000,息,17.91
2026-07-16,00961,12.75,12.56,0.190000,息,12.56
2026-07-16,00963,12.99,12.89,0.095000,息,12.89
2026-07-16,00964,14.21,14.09,0.120000,息,14.09
2026-07-16,009804,23.77,22.24,1.530000,息,22.24
2026-07-16,00981T,12.22,12.13,0.082000,息,12.13
2026-07-16,00982D,9.93,9.87,0.052000,息,9.87
2026-07-16,00983D,10.15,10.09,0.060000,息,10.09
2026-07-16,00984A,16.30,15.88,0.415000,息,15.88
2026-07-16,00992A,17.49,17.02,0.470000,息,17.02
2026-07-16,1102,34.80,32.50,2.300000,息,32.50
2026-07-16,1108,13.70,12.70,1.000000,息,12.70
2026-07-16,1109,14.65,13.75,0.900000,息,13.75
2026-07-16,1220,11.40,11.20,0.200000,息,11.20
2026-07-16,1434,19.55,19.05,0.500000,息,19.05
2026-07-16,1440,13.45,13.15,0.300000,息,13.15
2026-07-16,1522,30.10,28.90,1.200000,息,28.90
2026-07-16,1522A,50.10,48.10,2.000000,息,48.10
2026-07-16,1560,742.00,737.05,4.942056,息,737.00
2026-07-16,1614,32.40,31.43,0.967772,息,31.45
2026-07-16,2034,20.75,19.75,1.000000,息,19.75
2026-07-16,2247,230.00,222.00,7.999782,息,222.00
2026-07-16,2365,32.70,32.40,0.300000,息,32.40
2026-07-16,2382,381.00,365.40,15.600000,息,365.50
2026-07-16,2404,1285.00,1245.00,40.000000,息,1245.00
2026-07-16,2506,8.95,8.75,0.200000,息,8.75
2026-07-16,2515,13.90,13.23,0.663166,權,13.25
2026-07-16,2727,233.50,217.38,16.117149,息,217.50
2026-07-16,3380,32.90,32.40,0.500000,息,32.40
2026-07-16,3673,74.20,72.40,1.800000,息,72.40
2026-07-16,4439,107.50,103.44,4.052853,息,103.50
2026-07-16,4536,171.00,163.00,8.000000,息,163.00
2026-07-16,4572,153.00,148.00,4.997666,息,148.00
2026-07-16,5434,556.00,542.58,13.418095,息,543.00
2026-07-16,6112,43.65,42.00,1.650000,息,42.00
2026-07-16,7721,68.00,67.00,1.000000,息,67.00
2026-07-16,7749,401.00,392.00,9.000000,息,392.00
2026-07-16,8222,41.95,41.60,0.350000,息,41.60
2026-07-16,9937,56.90,54.70,2.200000,息,54.70
