date,stock_id,pre_close,ref_price,value,kind,open_base
2020-07-30,1470,19.15,18.35,0.800000,息,18.35
2020-07-30,1519,34.75,33.75,1.000000,息,33.75
2020-07-30,1525,48.45,46.45,2.000000,息,46.45
2020-07-30,1617,11.90,11.60,0.300000,息,11.60
2020-07-30,1720,42.85,41.35,1.500000,息,41.35
2020-07-30,2351,47.00,45.20,1.800000,息,45.20
2020-07-30,2511,10.20,9.70,0.500000,息,9.70
2020-07-30,2535,23.30,21.90,1.392289,息,21.90
2020-07-30,2850,36.20,34.40,1.800000,息,34.40
2020-07-30,3023,180.00,174.70,5.300000,息,174.50
2020-07-30,3042,74.50,72.00,2.500000,息,72.00
2020-07-30,3533,466.00,455.50,10.500000,息,455.50
2020-07-30,4104,59.70,56.40,3.300000,息,56.40
2020-07-30,4106,32.05,31.60,0.450000,息,31.60
2020-07-30,4536,161.50,155.50,6.000000,息,155.50
2020-07-30,4566,38.05,36.40,1.644151,息,36.40
2020-07-30,6230,258.50,253.63,4.870000,息,253.50
2020-07-30,6239,103.50,99.00,4.500000,息,99.00
2020-07-30,6269,150.00,145.02,4.974806,息,145.00
2020-07-30,6670,175.50,167.50,8.000000,息,167.50
2020-07-30,8016,147.00,140.50,6.500000,息,140.50
