date,stock_id,pre_close,ref_price,value,kind,open_base
2026-07-01,1101,24.05,23.25,0.800000,息,23.25
2026-07-01,1101B,45.60,43.57,2.026250,息,43.55
2026-07-01,1470,21.30,20.65,0.650000,息,20.65
2026-07-01,1725,34.75,33.68,1.070000,息,33.70
2026-07-01,2302,47.85,47.50,0.350000,息,47.50
2026-07-01,2357,700.00,658.00,42.000000,息,658.00
2026-07-01,2881,129.50,125.25,4.250000,息,125.50
2026-07-01,2881A,63.60,60.85,2.748750,息,60.90
2026-07-01,2881B,62.90,60.32,2.572356,息,60.30
2026-07-01,2881C,51.70,49.90,1.800000,息,49.90
2026-07-01,2884,34.45,33.05,1.400000,息,33.05
2026-07-01,2887E,51.10,48.66,2.436250,息,48.65
2026-07-01,2887F,47.40,45.46,1.933601,息,45.45
2026-07-01,2887G,43.55,41.84,1.710000,息,41.85
2026-07-01,2887H,41.50,39.70,1.800000,息,39.70
2026-07-01,2887I,9.51,9.43,0.073442,息,9.43
2026-07-01,2887Z1,18.35,17.69,0.653050,息,17.70
2026-07-01,2903,23.00,21.75,1.250000,息,21.75
2026-07-01,3515,234.00,222.99,11.001795,息,223.00
2026-07-01,3607,16.80,16.00,0.800000,息,16.00
2026-07-01,4119,44.80,44.05,0.750000,息,44.05
2026-07-01,4755,139.50,135.80,3.700000,息,136.00
2026-07-01,4961,165.00,157.28,7.720000,息,157.50
2026-07-01,6285,259.50,255.19,4.301769,息,255.00
2026-07-01,6655,123.00,118.20,4.800000,息,118.00
2026-07-01,8271,194.50,190.05,4.448443,息,190.00
2026-07-01,8482,50.00,48.04,1.960000,息,48.05
