date,stock_id,pre_close,ref_price,value,kind,open_base
2020-06-23,1319,39.80,38.00,1.800000,息,38.00
2020-06-23,1410,34.05,33.05,1.000000,息,33.05
2020-06-23,1605,14.70,14.19,0.506086,息,14.20
2020-06-23,1731,15.25,14.65,0.600000,息,14.65
2020-06-23,2301,53.10,49.90,3.200000,息,49.90
2020-06-23,2426,13.85,13.54,0.302674,息,13.55
2020-06-23,2722,35.95,35.75,0.200000,息,35.75
2020-06-23,3583,49.30,47.30,2.000000,息,47.30
2020-06-23,5871,128.00,118.65,9.346153,權息,118.50
2020-06-23,9911,49.35,46.70,2.650000,息,46.70
