date,stock_id,pre_close,ref_price,value,kind,open_base
2020-07-14,1236,13.00,12.70,0.300000,息,12.70
2020-07-14,1256,213.50,207.30,6.200000,息,207.50
2020-07-14,1312A,30.25,29.65,0.600000,息,29.65
2020-07-14,1515,80.90,77.90,3.000000,息,77.90
2020-07-14,2207,748.00,734.00,14.000000,息,734.00
2020-07-14,2462,26.55,25.85,0.700000,息,25.85
2020-07-14,2477,23.40,21.80,1.600000,息,21.80
2020-07-14,2816,20.05,19.17,0.880000,息,19.15
2020-07-14,2889,12.20,11.54,0.652290,息,11.55
2020-07-14,2908,22.00,21.29,0.709999,息,21.30
2020-07-14,3450,78.60,77.60,1.000000,息,77.60
2020-07-14,3645,39.80,39.30,0.500000,息,39.30
2020-07-14,3706,34.20,29.64,4.557143,權息,29.65
2020-07-14,4904,69.00,65.75,3.250000,息,65.80
2020-07-14,6166,85.20,83.60,1.600000,息,83.60
2020-07-14,6451,128.50,124.83,3.669145,息,125.00
2020-07-14,6456,117.50,114.00,3.500000,息,114.00
2020-07-14,9802,106.50,100.98,5.518897,息,101.00
2020-07-14,9908,31.65,30.55,1.100000,息,30.55
