date,stock_id,pre_close,ref_price,value,kind,open_base
2016-07-15,1439,13.60,13.10,0.500000,息,13.10
2016-07-15,1459,8.54,8.34,0.200000,息,8.34
2016-07-15,2454,246.00,235.00,11.000000,息,235.00
2016-07-15,2481,16.50,15.60,0.896023,息,15.60
2016-07-15,2707,190.50,181.62,8.872000,息,181.50
2016-07-15,2885,10.95,10.58,0.360995,息,10.60
2016-07-15,4755,28.20,27.20,0.999944,息,27.20
2016-07-15,5305,21.75,20.55,1.198599,息,20.55
2016-07-15,6192,49.00,46.00,3.000000,息,46.00
2016-07-15,8215,17.70,16.50,1.200000,息,16.50
