date,stock_id,pre_close,ref_price,value,kind,open_base
2024-07-15,00936,18.43,18.27,0.160000,息,18.27
2024-07-15,1220,15.80,15.40,0.400000,息,15.40
2024-07-15,1470,20.70,20.12,0.580000,息,20.10
2024-07-15,2889,17.05,15.92,1.121833,權息,15.90
2024-07-15,2891,40.20,38.39,1.800136,息,38.40
2024-07-15,2891B,61.20,58.95,2.250000,息,59.00
2024-07-15,2891C,58.70,56.78,1.920000,息,56.80
2024-07-15,3596,162.00,155.00,7.000000,息,155.00
2024-07-15,4536,195.50,187.00,8.500000,息,187.00
2024-07-15,9926,55.10,53.10,2.000000,息,53.10
