date,stock_id,pre_close,ref_price,value,kind,open_base
2022-11-16,0051,54.35,51.95,2.400000,息,51.95
2022-11-16,0053,56.60,54.89,1.710000,息,54.90
2022-11-16,0055,22.38,21.51,0.870000,息,21.51
2022-11-16,006208,65.80,64.77,1.030000,息,64.75
2022-11-16,00692,28.33,27.78,0.550000,息,27.78
2022-11-16,00771,16.59,16.40,0.190000,息,16.40
2022-11-16,00850,30.53,29.05,1.480000,息,29.05
2022-11-16,00878,16.77,16.49,0.280000,息,16.49
2022-11-16,00891,11.86,11.76,0.100000,息,11.76
2022-11-16,00892,10.89,10.54,0.350000,息,10.54
2022-11-16,00894,12.03,11.93,0.100000,息,11.93
2022-11-16,00900,10.75,10.60,0.150000,息,10.60
2022-11-16,00901,12.61,12.06,0.543000,息,12.06
