date,stock_id,pre_close,ref_price,value,kind,open_base
2020-07-28,1220,11.90,11.30,0.600000,息,11.30
2020-07-28,1231,44.80,41.14,3.657143,權息,41.15
2020-07-28,2069,15.55,15.05,0.500000,息,15.05
2020-07-28,2355,27.20,26.20,1.000000,息,26.20
2020-07-28,2365,8.82,8.40,0.417832,息,8.40
2020-07-28,2478,78.00,76.20,1.800000,息,76.20
2020-07-28,2495,13.45,12.84,0.606001,息,12.85
2020-07-28,2534,17.65,17.15,0.500000,息,17.15
2020-07-28,2849,15.10,14.37,0.730000,息,14.35
2020-07-28,2884,28.95,26.08,2.869512,權息,26.10
2020-07-28,3047,10.90,10.75,0.150000,息,10.75
2020-07-28,3708,101.00,96.99,4.001870,息,97.00
2020-07-28,4989,18.50,17.90,0.600000,息,17.90
2020-07-28,6141,19.05,18.64,0.403257,息,18.65
2020-07-28,6177,32.00,27.27,4.725422,權息,27.25
2020-07-28,6715,148.00,146.20,1.800000,息,146.00
2020-07-28,8467,53.00,51.00,2.000000,息,51.00
2020-07-28,9942,68.40,64.20,4.200000,息,64.20
