date,stock_id,pre_close,ref_price,value,kind,open_base
2021-09-06,1233,34.90,34.10,0.800000,息,34.10
2021-09-06,2323,10.05,9.35,0.700000,息,9.35
2021-09-06,2881,84.80,76.33,8.464387,權,77.10
2021-09-06,2881A,61.90,61.23,0.664447,權,61.90
2021-09-06,2881B,62.00,61.33,0.664447,權,62.00
2021-09-06,2904,29.50,27.50,2.000000,息,27.50
2021-09-06,3711,128.50,124.30,4.191499,息,124.50
2021-09-06,4306,17.55,16.56,0.983403,權,16.55
2021-09-06,4439,147.50,141.00,6.500000,息,141.00
2021-09-06,4912,177.00,153.94,23.055563,權,154.00
