date,stock_id,pre_close,ref_price,value,kind,open_base
2024-06-19,00713,59.40,57.90,1.500000,息,57.90
2024-06-19,00896,18.76,18.31,0.450000,息,18.31
2024-06-19,00915,28.28,27.56,0.720000,息,27.56
2024-06-19,00918,26.12,25.32,0.800000,息,25.32
2024-06-19,00921,19.86,19.28,0.580000,息,19.28
2024-06-19,2362,55.20,53.60,1.600000,息,53.60
2024-06-19,3094,31.50,30.89,0.610000,息,30.90
2024-06-19,3515,239.50,232.59,6.900085,息,232.50
2024-06-19,3518,32.00,31.12,0.874616,權,32.00
2024-06-19,4571,136.50,133.40,3.100000,息,133.50
2024-06-19,6491,491.50,481.50,10.000000,息,481.50
