date,stock_id,pre_close,ref_price,value,kind,open_base
2024-07-25,00930,20.50,20.14,0.360000,息,20.14
2024-07-25,1304,16.45,16.10,0.350000,息,16.10
2024-07-25,1305,18.35,18.00,0.350000,息,18.00
2024-07-25,1308,19.70,19.25,0.450000,息,19.25
2024-07-25,1309,19.15,18.85,0.300000,息,18.85
2024-07-25,1417,11.40,11.20,0.200000,息,11.20
2024-07-25,1519,940.00,849.09,90.909091,權息,849.00
2024-07-25,1529,37.40,36.01,1.380583,權息,36.00
2024-07-25,1701,22.55,22.04,0.500026,息,22.05
2024-07-25,2002,23.15,22.80,0.350000,息,22.80
2024-07-25,2002A,43.85,42.45,1.400000,息,42.45
2024-07-25,2014,21.35,21.25,0.100000,息,21.25
2024-07-25,2352,37.80,36.60,1.200000,息,36.60
2024-07-25,2365,64.30,64.00,0.300000,息,64.00
2024-07-25,2414,40.30,38.10,2.200000,息,38.10
2024-07-25,2471,60.40,57.11,3.287156,息,57.10
2024-07-25,2495,31.70,31.00,0.700000,息,31.00
2024-07-25,2511,12.70,12.34,0.360000,息,12.35
2024-07-25,2852,24.45,23.32,1.130000,息,23.30
2024-07-25,2884,29.80,28.03,1.761697,權息,28.05
2024-07-25,3013,115.00,114.61,0.385586,息,114.50
2024-07-25,3702,92.80,89.30,3.500000,息,89.30
2024-07-25,3702A,49.15,47.15,2.000000,息,47.15
2024-07-25,4439,106.50,102.50,4.000000,息,102.50
2024-07-25,4572,161.00,156.00,5.000000,息,156.00
2024-07-25,4581,63.00,59.40,3.600000,息,59.40
2024-07-25,4720,23.25,22.71,0.535860,息,22.70
2024-07-25,4912,105.00,104.74,0.255000,息,104.50
2024-07-25,6442,433.50,431.40,2.100000,息,431.50
2024-07-25,6451,230.00,227.54,2.460000,息,227.50
2024-07-25,6464,85.10,80.73,4.368464,息,80.70
2024-07-25,6666,63.50,62.20,1.300000,息,62.20
2024-07-25,6782,264.00,261.60,2.400000,息,261.50
2024-07-25,6863,227.50,224.50,3.000000,息,224.50
2024-07-25,6914,151.50,146.95,4.547458,息,147.00
2024-07-25,9925,42.50,40.50,2.000000,息,40.50
2024-07-25,9937,66.00,63.90,2.100000,息,63.90
