date,stock_id,pre_close,ref_price,value,kind,open_base
2026-08-27,1315,66.30,64.30,2.000000,息,64.30
2026-08-27,1339,46.30,43.80,2.500000,息,43.80
2026-08-27,1409,24.85,23.95,0.900000,息,23.95
2026-08-27,1734,32.50,30.66,1.839623,權,30.65
2026-08-27,2059,14510.00,14459.00,51.000000,息,14460.00
2026-08-27,2415,30.80,27.28,3.512000,權息,27.30
2026-08-27,2428,252.00,246.10,5.900000,息,246.00
2026-08-27,2439,82.10,78.01,4.084236,息,78.00
2026-08-27,2441,118.00,114.99,3.009077,息,115.00
2026-08-27,2901,23.55,23.17,0.373170,息,23.15
2026-08-27,3016,102.00,101.80,0.197359,權,102.00
2026-08-27,3025,57.20,54.00,3.200000,息,54.00
2026-08-27,3528,83.40,82.02,1.380000,息,82.00
2026-08-27,3702,108.00,104.35,3.643236,息,104.50
2026-08-27,4736,139.00,121.59,17.403104,權息,121.50
2026-08-27,6770,70.20,69.97,0.230000,息,70.00
2026-08-27,9946,19.10,17.71,1.383888,息,17.70
