date,stock_id,pre_close,ref_price,value,kind,open_base
2016-07-25,1101,34.85,33.52,1.330000,息,33.50
2016-07-25,1104,21.80,20.59,1.205941,權息,20.60
2016-07-25,1319,57.20,55.80,1.400000,息,55.80
2016-07-25,1582,55.70,51.20,4.500000,息,51.20
2016-07-25,1701,18.85,18.25,0.600000,息,18.25
2016-07-25,1711,21.85,20.33,1.516667,權息,20.35
2016-07-25,1724,17.70,16.70,1.000000,息,16.70
2016-07-25,2414,17.95,16.70,1.250000,息,16.70
2016-07-25,2610,9.91,9.45,0.458522,息,9.45
2016-07-25,3010,49.80,47.10,2.700000,息,47.10
2016-07-25,3596,56.60,55.00,1.600000,息,55.00
2016-07-25,5538,25.85,24.85,1.000000,息,24.85
2016-07-25,6166,69.80,67.40,2.399884,息,67.40
2016-07-25,6271,117.50,111.50,6.000000,息,111.50
2016-07-25,9930,60.10,56.60,3.500000,息,56.60
