date,stock_id,pre_close,ref_price,value,kind,open_base
2015-07-15,1108,10.85,10.25,0.600000,息,10.25
2015-07-15,1109,11.95,11.75,0.200000,息,11.75
2015-07-15,1232,76.00,71.00,5.000000,息,71.00
2015-07-15,1301,70.50,68.80,1.700000,息,68.80
2015-07-15,1445,9.98,9.68,0.300000,息,9.68
2015-07-15,1473,29.60,28.00,1.599049,息,28.00
2015-07-15,1612,9.75,9.15,0.600000,息,9.15
2015-07-15,2109,15.20,14.00,1.200000,息,14.00
2015-07-15,2426,14.15,13.25,0.900000,息,13.25
2015-07-15,2449,26.30,24.49,1.800013,息,24.50
2015-07-15,2454,389.00,367.00,21.999933,息,367.00
2015-07-15,2484,17.65,16.65,1.000000,息,16.65
2015-07-15,2514,24.15,23.85,0.300000,息,23.85
2015-07-15,2855,15.70,14.89,0.810000,息,14.90
2015-07-15,3047,10.20,9.60,0.600000,息,9.60
2015-07-15,3380,18.40,17.20,1.200000,息,17.20
2015-07-15,4755,23.70,23.00,0.700000,息,23.00
2015-07-15,4904,73.70,69.95,3.750000,息,70.00
2015-07-15,5469,10.30,9.70,0.600000,息,9.70
2015-07-15,6115,41.10,37.60,3.490536,息,37.60
