date,stock_id,pre_close,ref_price,value,kind,open_base
2015-07-31,1514,8.40,7.95,0.450000,息,7.95
2015-07-31,1720,30.40,29.40,1.000000,息,29.40
2015-07-31,2351,29.70,27.49,2.200543,息,27.50
2015-07-31,2616,23.65,22.15,1.500000,息,22.15
2015-07-31,2892,18.95,16.79,2.153943,權息,17.15
2015-07-31,3036,44.60,37.81,6.781819,權息,37.80
2015-07-31,3376,86.50,82.50,4.000000,息,82.50
2015-07-31,3454,76.70,70.24,6.458455,權息,70.20
2015-07-31,3576,24.75,24.54,0.200085,息,24.55
2015-07-31,9934,11.85,11.35,0.500000,息,11.35
