date,stock_id,pre_close,ref_price,value,kind,open_base
2020-07-23,1102,46.30,43.30,3.000000,息,43.30
2020-07-23,1103,18.00,16.99,1.001862,息,17.00
2020-07-23,1304,12.55,12.05,0.500000,息,12.05
2020-07-23,1305,19.20,17.80,1.390477,權息,17.80
2020-07-23,1308,19.60,18.09,1.504762,權息,18.10
2020-07-23,1309,16.20,15.43,0.763107,權息,15.45
2020-07-23,1423,13.50,13.38,0.120000,息,13.40
2020-07-23,1522,25.30,23.90,1.400000,息,23.90
2020-07-23,1529,17.20,16.70,0.500000,息,16.70
2020-07-23,1701,24.50,23.70,0.800000,息,23.70
2020-07-23,1734,38.80,38.60,0.200000,息,38.60
2020-07-23,1762,54.70,53.90,0.800000,息,53.90
2020-07-23,1789,33.50,33.23,0.270000,息,33.25
2020-07-23,2030,10.70,10.18,0.510694,息,10.20
2020-07-23,2105,35.65,34.65,1.000000,息,34.65
2020-07-23,2317,85.90,81.70,4.200000,息,81.70
2020-07-23,2345,247.00,240.80,6.190300,息,241.00
2020-07-23,2352,18.55,17.80,0.750000,息,17.80
2020-07-23,2354,58.00,55.50,2.500000,息,55.50
2020-07-23,2414,29.40,27.90,1.500000,息,27.90
2020-07-23,2496,68.50,60.83,7.662748,權息,60.80
2020-07-23,2727,79.50,75.05,4.443687,息,75.10
2020-07-23,2838,11.50,10.65,0.845795,權息,10.65
2020-07-23,3515,172.00,168.00,4.000000,息,168.00
2020-07-23,4581,41.95,38.95,3.000000,息,38.95
2020-07-23,4737,74.00,72.00,1.992511,息,72.00
2020-07-23,5469,45.40,43.72,1.673968,息,43.70
2020-07-23,5522,48.95,45.33,3.610441,息,45.35
2020-07-23,5706,33.15,29.97,3.179417,權息,29.95
2020-07-23,6189,35.10,32.82,2.280000,息,32.80
2020-07-23,6191,16.45,15.94,0.500631,息,15.95
2020-07-23,6226,8.70,8.29,0.403900,息,8.29
2020-07-23,6504,253.00,248.50,4.500000,息,248.50
2020-07-23,6558,40.10,39.10,1.000000,息,39.10
2020-07-23,8443,10.20,10.05,0.150000,息,10.05
2020-07-23,8480,134.00,127.80,6.200000,息,128.00
2020-07-23,9905,22.15,21.15,1.000000,息,21.15
2020-07-23,9917,89.40,85.40,4.000000,息,85.40
