date,stock_id,pre_close,ref_price,value,kind,open_base
2025-07-17,00929,17.62,17.55,0.070000,息,17.55
2025-07-17,1102,40.00,37.80,2.200000,息,37.80
2025-07-17,1109,16.65,15.75,0.900000,息,15.75
2025-07-17,1227,32.70,31.30,1.400000,息,31.30
2025-07-17,1522,45.10,42.10,3.000000,息,42.10
2025-07-17,1522A,50.00,48.00,2.000000,息,48.00
2025-07-17,2049,206.00,203.60,2.400000,息,203.50
2025-07-17,2204,57.60,53.40,4.200000,息,53.40
2025-07-17,2211,82.00,77.00,5.000000,息,77.00
2025-07-17,2248,47.50,44.76,2.732470,息,44.75
2025-07-17,2395,337.50,329.10,8.392371,息,329.00
2025-07-17,2404,725.00,697.00,28.000000,息,697.00
2025-07-17,2704,42.65,42.15,0.500000,息,42.15
2025-07-17,2722,30.25,30.10,0.150000,息,30.10
2025-07-17,2915,53.20,50.70,2.500000,息,50.70
2025-07-17,3022,80.10,75.60,4.500000,息,75.60
2025-07-17,3031,18.30,17.30,1.000000,息,17.30
2025-07-17,3380,27.85,26.85,1.000000,息,26.85
2025-07-17,3653,1485.00,1470.50,14.500000,息,1470.00
2025-07-17,3665,882.00,862.96,19.034686,權息,863.00
2025-07-17,4190,35.80,35.30,0.500000,息,35.30
2025-07-17,4576,111.50,111.30,0.200000,息,111.50
2025-07-17,6112,56.00,55.40,0.600000,息,55.40
2025-07-17,6120,10.55,10.30,0.250000,息,10.30
2025-07-17,6155,22.95,21.95,1.000000,息,21.95
2025-07-17,6442,452.00,443.37,8.622691,息,443.50
2025-07-17,6719,206.50,204.80,1.696934,息,205.00
2025-07-17,6914,144.50,138.50,6.000000,息,138.50
2025-07-17,7705,54.40,50.60,3.800000,息,50.60
2025-07-17,8039,49.25,46.75,2.495238,息,46.75
2025-07-17,8215,22.90,22.28,0.620000,息,22.30
2025-07-17,9919,17.35,17.15,0.200000,息,17.15
