date,stock_id,pre_close,ref_price,value,kind,open_base
2025-08-05,1464,13.55,12.50,1.050000,權息,12.50
2025-08-05,1727,32.70,32.20,0.500000,息,32.20
2025-08-05,2331,18.25,18.03,0.210466,息,18.05
2025-08-05,2409,12.00,11.69,0.304801,息,11.70
2025-08-05,2427,30.50,29.80,0.697483,息,29.80
2025-08-05,2520,50.70,43.27,7.427273,權息,43.25
2025-08-05,2546,84.50,76.69,7.801887,權息,76.70
2025-08-05,2834,16.25,15.14,1.108491,權息,15.15
2025-08-05,3051,26.15,24.63,1.518181,息,24.65
2025-08-05,6177,46.80,41.23,5.561905,權息,41.25
