date,stock_id,pre_close,ref_price,value,kind,open_base
2017-07-24,1434,31.75,30.25,1.500000,息,30.25
2017-07-24,1540,15.70,14.70,1.000000,息,14.70
2017-07-24,1590,401.50,396.13,5.369661,權,401.50
2017-07-24,1604,17.55,16.15,1.400000,息,16.15
2017-07-24,1762,23.90,23.40,0.500000,息,23.40
2017-07-24,2340,17.85,16.65,1.190802,息,16.65
2017-07-24,2360,100.00,96.77,3.220864,息,96.80
2017-07-24,5471,33.85,32.05,1.800000,息,32.05
2017-07-24,6166,61.00,59.19,1.804793,息,59.20
2017-07-24,6205,37.80,35.80,2.000000,息,35.80
2017-07-24,6224,63.20,58.65,4.550000,息,58.70
2017-07-24,9926,40.90,39.30,1.600000,息,39.30
