date,stock_id,pre_close,ref_price,value,kind,open_base
2026-03-19,00728,46.13,45.61,0.520000,息,45.61
2026-03-19,00918,23.68,23.06,0.620000,息,23.06
2026-03-19,2301,170.00,167.00,3.000000,息,167.00
2026-03-19,2430,22.75,21.95,0.800000,息,21.95
2026-03-19,2613,26.10,25.10,1.000000,息,25.10
2026-03-19,3008,2440.00,2388.00,52.000000,息,2390.00
2026-03-19,3029,118.00,112.50,5.500000,息,112.50
2026-03-19,3038,23.50,22.30,1.200000,息,22.30
2026-03-19,4440,18.35,17.35,1.000000,息,17.35
2026-03-19,5306,89.20,88.16,1.034104,息,88.20
2026-03-19,6955,167.00,165.50,1.500000,息,165.50
2026-03-19,9105,5.93,5.84,0.087264,息,5.84
