date,stock_id,pre_close,ref_price,value,kind,open_base
2016-08-29,1229,22.20,20.48,1.712195,權息,20.50
2016-08-29,1231,32.50,30.18,2.316070,權息,30.20
2016-08-29,1409,8.60,8.35,0.250000,息,8.35
2016-08-29,1522,35.90,34.40,1.500000,息,34.40
2016-08-29,1531,17.10,16.50,0.600000,息,16.50
2016-08-29,1590,238.00,234.00,4.000000,息,234.00
2016-08-29,2059,387.00,376.90,10.100000,息,377.00
2016-08-29,2109,11.55,11.12,0.422550,權息,11.10
2016-08-29,2239,206.00,202.00,4.000000,息,202.00
2016-08-29,2705,8.94,8.66,0.279363,權息,8.66
2016-08-29,2905,20.60,19.04,1.552389,權息,19.05
2016-08-29,3027,13.80,13.65,0.150000,息,13.65
2016-08-29,9105,3.03,2.97,0.054792,息,2.97
