date,stock_id,pre_close,ref_price,value,kind,open_base
2026-02-26,00690,55.85,54.80,1.050000,息,54.80
2026-02-26,00771,16.40,16.19,0.210000,息,16.19
2026-02-26,00850,67.20,66.40,0.800000,息,66.40
2026-02-26,00878,24.00,23.58,0.420000,息,23.58
2026-02-26,00891,25.92,25.17,0.750000,息,25.17
2026-02-26,00894,34.18,33.78,0.400000,息,33.78
2026-02-26,00913,33.00,31.40,1.600000,息,31.40
2026-02-26,00923,32.49,30.78,1.710000,息,30.78
2026-02-26,00932,15.18,14.96,0.220000,息,14.96
2026-02-26,00934,22.66,22.52,0.140000,息,22.52
2026-02-26,00938,19.70,19.50,0.200000,息,19.50
2026-02-26,00943,15.27,15.20,0.070000,息,15.20
2026-02-26,00944,15.49,15.43,0.054000,息,15.43
2026-02-26,00945B,14.47,14.38,0.088000,息,14.38
2026-02-26,00952,13.22,13.17,0.050000,息,13.17
2026-02-26,00961,10.42,10.36,0.060000,息,10.36
2026-02-26,00963,12.48,12.43,0.045000,息,12.43
2026-02-26,00964,14.00,13.91,0.089000,息,13.91
2026-02-26,009808,24.03,23.54,0.481000,息,23.54
2026-02-26,00980A,17.90,17.53,0.368000,息,17.53
2026-02-26,00981T,11.54,11.48,0.056000,息,11.48
2026-02-26,00982A,16.76,16.38,0.377000,息,16.38
