date,stock_id,pre_close,ref_price,value,kind,open_base
2020-07-07,1303,67.00,64.80,2.200000,息,64.80
2020-07-07,1477,163.00,158.00,5.000000,息,158.00
2020-07-07,2453,19.05,18.05,1.000000,息,18.05
2020-07-07,2456,94.30,90.93,3.369441,息,90.90
2020-07-07,2459,42.15,39.14,3.008665,息,39.15
2020-07-07,2538,10.55,10.05,0.500000,息,10.05
2020-07-07,3019,72.10,70.10,2.000000,息,70.10
2020-07-07,3038,25.00,23.80,1.200000,息,23.80
2020-07-07,3044,141.00,133.75,7.250000,息,134.00
2020-07-07,3130,168.00,159.38,8.620000,息,159.50
2020-07-07,3231,38.65,36.60,2.042251,息,36.60
2020-07-07,3338,90.50,88.41,2.086405,息,88.40
2020-07-07,4572,99.90,94.90,5.000000,息,94.90
2020-07-07,4722,28.15,26.35,1.800000,息,26.35
2020-07-07,4906,25.15,24.64,0.503150,息,24.65
2020-07-07,4930,10.75,10.25,0.500000,息,10.25
2020-07-07,6136,19.75,18.35,1.400000,息,18.35
2020-07-07,6176,126.50,118.50,8.000000,息,118.50
2020-07-07,8081,171.00,163.50,7.500000,息,163.50
