date,stock_id,pre_close,ref_price,value,kind,open_base
2023-06-29,1303,76.10,73.10,3.000000,息,73.10
2023-06-29,2013,57.80,56.10,1.700000,息,56.10
2023-06-29,2103,26.70,25.62,1.080000,息,25.60
2023-06-29,2104,21.60,21.50,0.100000,息,21.50
2023-06-29,2329,22.80,21.95,0.850000,息,21.95
2023-06-29,2353,33.55,32.05,1.500000,息,32.05
2023-06-29,2412,121.50,116.79,4.702000,息,117.00
2023-06-29,2474,190.00,180.00,10.000000,息,180.00
2023-06-29,2506,9.38,9.18,0.200000,息,9.18
2023-06-29,2605,20.55,20.05,0.500000,息,20.05
2023-06-29,2722,103.50,97.07,6.424528,權息,97.10
2023-06-29,2748,93.20,91.93,1.265990,息,91.90
2023-06-29,2753,184.50,179.48,5.010591,息,179.50
2023-06-29,2885,24.10,23.30,0.800000,息,23.30
2023-06-29,3010,87.50,81.40,6.100000,息,81.40
2023-06-29,3040,33.10,31.10,2.000000,息,31.10
2023-06-29,3528,60.70,56.60,4.100000,息,56.60
2023-06-29,3592,359.50,318.50,41.000000,息,318.50
2023-06-29,5306,145.00,142.75,2.250000,息,143.00
2023-06-29,5533,19.35,18.15,1.200000,息,18.15
2023-06-29,6443,34.80,34.70,0.100000,息,34.70
2023-06-29,6579,122.00,117.34,4.658089,息,117.50
2023-06-29,6606,29.15,27.15,2.000000,息,27.15
2023-06-29,6789,258.50,256.50,1.998188,息,256.50
2023-06-29,8150,38.95,36.65,2.300000,息,36.65
2023-06-29,8271,61.10,57.80,3.300000,息,57.80
