date,stock_id,pre_close,ref_price,value,kind,open_base
2023-08-02,1725,22.30,21.30,1.000000,息,21.30
2023-08-02,2345,394.50,387.00,7.499800,息,387.00
2023-08-02,2393,51.20,48.70,2.500000,息,48.70
2023-08-02,2497,69.70,69.00,0.700000,息,69.00
2023-08-02,2616,32.95,31.35,1.600000,息,31.35
2023-08-02,2836,12.90,12.52,0.375729,權,12.50
2023-08-02,3033,33.65,30.58,3.067216,息,30.60
2023-08-02,3060,20.15,19.85,0.300000,息,19.85
2023-08-02,4927,61.40,59.40,2.000000,息,59.40
2023-08-02,4977,91.30,88.80,2.500000,息,88.80
